ID,Membrshp Start Dt,Membrshp End Dt,Role,SPORT,years_org,
386086,8/1/2017,5/1/2019,Member,AGOL,1.747945205,
393484,8/1/2018,5/1/2019,Varsity,AGOL,0.7479452055,
375908,8/1/2016,5/1/2020,Member,AGOL,3.750684932,
376978,8/1/2016,5/1/2020,Varsity,AGOL,3.750684932,
378147,8/1/2016,5/1/2020,Varsity,AGOL,3.750684932,
380069,8/1/2016,5/1/2020,Varsity,AGOL,3.750684932,
378321,8/1/2016,5/1/2020,Varsity,AGOL,3.750684932,
375970,8/1/2016,5/1/2020,Member,AGOL,3.750684932,
422394,8/1/2020,12/1/2020,Varsity,AGOL,0.3342465753,
385155,8/1/2017,5/1/2021,Varsity,AGOL,3.750684932,
436393,8/1/2020,5/1/2021,Varsity,AGOL,0.7479452055,
447113,1/26/2021,5/1/2021,Member,AGOL,0.2602739726,
411844,8/1/2019,12/1/2021,Varsity,AGOL,2.336986301,
424340,8/1/2020,12/1/2021,Member,AGOL,1.334246575,
392554,8/1/2018,5/1/2022,Varsity,AGOL,3.750684932,
394861,8/1/2018,5/1/2022,Varsity,AGOL,3.750684932,
470253,8/1/2022,1/1/2023,Member,AGOL,0.4191780822,
470312,8/1/2022,2/1/2023,Member,AGOL,0.504109589,
464601,8/1/2022,5/1/2023,Member,AGOL,0.7479452055,
466056,8/1/2022,5/1/2023,Varsity,AGOL,0.7479452055,
410428,8/1/2019,6/1/2023,Varsity,AGOL,3.835616438,
408460,8/1/2019,6/1/2023,Member,AGOL,3.835616438,
409400,8/1/2019,6/1/2023,Member,AGOL,3.835616438,
415585,8/1/2019,6/1/2023,Varsity,AGOL,3.835616438,
417145,8/1/2021,6/1/2023,Varsity,AGOL,1.832876712,
420979,8/1/2020,12/10/2023,Member,AGOL,3.35890411,
474353,8/1/2023,1/1/2024,Member,AGOL,0.4191780822,
476658,8/1/2023,5/1/2024,Member,AGOL,0.7506849315,
427666,8/1/2020,6/1/2024,Varsity,AGOL,3.835616438,
426517,8/1/2020,6/1/2024,Varsity,AGOL,3.835616438,
422725,8/1/2020,6/1/2024,Varsity,AGOL,3.835616438,
470881,8/1/2022,6/1/2024,Varsity,AGOL,1.835616438,
442545,8/1/2021,,Varsity,AGOL,-121.6684932,
443361,8/1/2021,,Varsity,AGOL,-121.6684932,
443328,8/1/2021,,Member,AGOL,-121.6684932,
443698,8/1/2021,,Varsity,AGOL,-121.6684932,
442960,8/1/2021,,Member,AGOL,-121.6684932,
464199,8/1/2022,,Varsity,AGOL,-122.6684932,
459151,8/1/2022,,Member,AGOL,-122.6684932,
462392,8/1/2022,,Member,AGOL,-122.6684932,
473273,8/1/2023,,Member,AGOL,-123.6684932,
484652,8/1/2023,,Member,AGOL,-123.6684932,
483205,8/1/2023,,Varsity,AGOL,-123.6684932,
472973,8/1/2023,,Member,AGOL,-123.6684932,
483903,8/1/2023,,Varsity,AGOL,-123.6684932,
492931,2/1/2024,,Varsity,AGOL,-124.1726027,
480763,3/1/2024,,Member,AGOL,-124.2520548,
489704,8/1/2024,,Member,AGOL,-124.6712329,
499537,8/1/2024,,Member,AGOL,-124.6712329,
493296,8/1/2024,,Member,AGOL,-124.6712329,
494451,8/1/2024,,Member,AGOL,-124.6712329,
299881,8/1/2024,,Member,AGOL,-124.6712329,
121400,9/1/2019,5/1/2021,Member,AMBB,1.665753425,
287356,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
291238,9/1/2021,5/1/2024,Varsity,AMBB,2.665753425,
376384,9/1/2017,5/1/2020,Varsity,AMBB,2.665753425,
379755,9/1/2017,5/1/2019,Varsity,AMBB,1.663013699,
381032,10/1/2016,5/1/2019,Varsity,AMBB,2.580821918,
381686,10/1/2016,5/1/2019,Varsity,AMBB,2.580821918,
382038,10/1/2016,5/1/2019,Varsity,AMBB,2.580821918,
382308,9/1/2017,6/1/2021,Varsity,AMBB,3.750684932,
382324,9/1/2017,5/1/2022,Varsity,AMBB,4.665753425,
382583,9/1/2017,6/1/2021,Varsity,AMBB,3.750684932,
384108,9/1/2017,5/1/2020,Varsity,AMBB,2.665753425,
385335,9/1/2017,5/1/2022,Varsity,AMBB,4.665753425,
388331,9/1/2017,5/1/2020,Varsity,AMBB,2.665753425,
389249,9/1/2017,5/1/2020,Member,AMBB,2.665753425,
392662,8/1/2018,5/1/2019,Member,AMBB,0.7479452055,
393399,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
393575,8/1/2018,5/1/2019,Member,AMBB,0.7479452055,
393774,8/1/2018,5/1/2019,Member,AMBB,0.7479452055,
394794,8/1/2018,6/1/2021,Varsity,AMBB,2.835616438,
395040,8/1/2018,6/1/2021,Varsity,AMBB,2.835616438,
395539,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
395920,8/1/2018,5/1/2019,Member,AMBB,0.7479452055,
396018,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
396051,8/1/2018,5/1/2022,Varsity,AMBB,3.750684932,
396088,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
397969,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
399084,8/1/2018,5/1/2022,Varsity,AMBB,3.750684932,
400795,8/1/2018,5/1/2022,Varsity,AMBB,3.750684932,
400879,8/1/2018,5/1/2019,Member,AMBB,0.7479452055,
400950,8/1/2018,5/1/2020,Member,AMBB,1.750684932,
404818,8/1/2018,10/1/2019,Member,AMBB,1.167123288,
405710,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
406159,9/1/2022,5/1/2023,Varsity,AMBB,0.6630136986,
406782,9/1/2019,5/1/2021,Member,AMBB,1.665753425,
407089,9/1/2019,5/1/2021,Member,AMBB,1.665753425,
407107,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
407253,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
407992,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
408532,9/1/2019,6/1/2023,Varsity,AMBB,3.750684932,
409561,9/1/2019,5/1/2021,Member,AMBB,1.665753425,
410196,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
412566,9/1/2019,10/1/2019,Member,AMBB,0.08219178082,
413255,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
414396,9/1/2019,5/1/2021,Member,AMBB,1.665753425,
415147,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
417014,9/1/2019,5/1/2020,Member,AMBB,0.6657534247,
418767,9/1/2019,5/1/2020,Varsity,AMBB,0.6657534247,
418921,9/1/2019,12/1/2020,Varsity,AMBB,1.252054795,
418971,9/1/2019,5/1/2020,Varsity,AMBB,0.6657534247,
419344,9/1/2019,3/1/2020,Varsity,AMBB,0.498630137,
420816,8/1/2020,5/1/2022,Member,AMBB,1.747945205,
421279,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
422208,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
422403,8/1/2020,5/1/2022,Member,AMBB,1.747945205,
422798,8/1/2020,5/1/2024,Varsity,AMBB,3.750684932,
423161,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
423189,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
423383,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
424650,8/1/2020,5/1/2024,Varsity,AMBB,3.750684932,
424670,8/1/2020,5/1/2024,Varsity,AMBB,3.750684932,
425181,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
425683,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
425723,8/1/2020,5/1/2021,Varsity,AMBB,0.7479452055,
425783,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
425886,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
426280,8/1/2020,12/1/2020,Member,AMBB,0.3342465753,
426777,8/1/2020,10/1/2020,Member,AMBB,0.1671232877,
427169,8/1/2020,10/1/2020,Member,AMBB,0.1671232877,
429654,9/1/2022,5/1/2023,Varsity,AMBB,0.6630136986,
429674,8/1/2020,5/1/2022,Varsity,AMBB,1.747945205,
430246,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
431562,9/1/2021,5/1/2024,Varsity,AMBB,2.665753425,
432558,8/1/2020,6/1/2023,Varsity,AMBB,2.832876712,
433642,8/1/2020,5/1/2022,Varsity,AMBB,1.747945205,
434086,8/1/2020,12/1/2020,Varsity,AMBB,0.3342465753,
434192,8/1/2020,5/1/2021,Member,AMBB,0.7479452055,
442550,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
442570,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
442955,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
443192,9/1/2021,,Varsity,AMBB,-121.7534247,
443304,9/1/2021,5/1/2023,Member,AMBB,1.663013699,
443313,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
443417,9/1/2021,12/1/2021,Member,AMBB,0.2493150685,
443442,9/1/2021,12/1/2021,Member,AMBB,0.2493150685,
443568,9/1/2021,5/1/2022,Member,AMBB,0.6630136986,
443795,9/1/2021,,Varsity,AMBB,-121.7534247,
448074,9/1/2021,5/1/2022,Varsity,AMBB,0.6630136986,
449173,9/1/2021,5/1/2024,Varsity,AMBB,2.665753425,
450666,9/1/2021,5/1/2022,Varsity,AMBB,0.6630136986,
456566,9/1/2022,5/1/2024,Varsity,AMBB,1.665753425,
456976,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
457116,9/1/2022,5/1/2024,Member,AMBB,1.665753425,
457461,9/1/2022,5/1/2024,Member,AMBB,1.665753425,
457821,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
458039,9/1/2022,5/1/2024,Member,AMBB,1.665753425,
458352,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
458375,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
459459,9/1/2022,5/1/2024,Member,AMBB,1.665753425,
459629,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
460108,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
462267,9/1/2022,5/1/2023,Member,AMBB,0.6630136986,
467592,9/1/2022,5/1/2024,Varsity,AMBB,1.665753425,
469083,9/1/2022,5/1/2023,Varsity,AMBB,0.6630136986,
473154,10/1/2023,5/1/2024,Member,AMBB,0.5835616438,
473234,10/1/2023,,Member,AMBB,-123.8356164,
473269,10/1/2023,5/1/2024,Varsity,AMBB,0.5835616438,
473298,10/1/2023,,Member,AMBB,-123.8356164,
473315,10/1/2023,,Varsity,AMBB,-123.8356164,
473556,10/1/2023,,Member,AMBB,-123.8356164,
473583,10/1/2023,5/1/2024,Varsity,AMBB,0.5835616438,
473635,10/1/2023,5/1/2024,Member,AMBB,0.5835616438,
474180,10/1/2023,5/1/2024,Member,AMBB,0.5835616438,
474480,10/1/2023,,Member,AMBB,-123.8356164,
474491,10/1/2023,5/1/2024,Member,AMBB,0.5835616438,
475444,10/1/2023,5/1/2024,Varsity,AMBB,0.5835616438,
475639,10/1/2023,5/1/2024,Varsity,AMBB,0.5835616438,
479310,10/1/2023,,Member,AMBB,-123.8356164,
479885,10/1/2023,,Member,AMBB,-123.8356164,
480763,10/1/2023,5/1/2024,Varsity,AMBB,0.5835616438,
489525,9/1/2024,,Member,AMBB,-124.7561644,
490644,9/1/2024,,Member,AMBB,-124.7561644,
490832,9/1/2024,,Member,AMBB,-124.7561644,
491229,9/1/2024,,Member,AMBB,-124.7561644,
491348,9/1/2024,,Member,AMBB,-124.7561644,
493230,9/1/2024,,Member,AMBB,-124.7561644,
493381,9/1/2024,,Member,AMBB,-124.7561644,
495022,9/1/2024,,Member,AMBB,-124.7561644,
496866,9/1/2024,,Member,AMBB,-124.7561644,
498996,9/1/2024,,Member,AMBB,-124.7561644,
499488,9/1/2024,,Member,AMBB,-124.7561644,
500995,9/1/2024,,Member,AMBB,-124.7561644,
502439,9/1/2024,12/1/2024,Member,AMBB,0.2493150685,
506151,9/1/2024,,Member,AMBB,-124.7561644,
506243,9/1/2024,,Member,AMBB,-124.7561644,
506947,9/1/2024,,Member,AMBB,-124.7561644,
506993,9/1/2024,,Member,AMBB,-124.7561644,
507429,9/1/2024,12/1/2024,Member,AMBB,0.2493150685,
507475,9/1/2024,,Member,AMBB,-124.7561644,
264633,1/1/2020,5/1/2022,Varsity,AMIT,2.331506849,
267242,11/1/2024,,Member,AMIT,-124.9232877,
267517,1/1/2019,5/1/2022,Member,AMIT,3.331506849,
274337,11/1/2020,,Varsity,AMIT,-120.9205479,
276421,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
276683,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
283153,9/1/2021,6/1/2023,Member,AMIT,1.747945205,
287660,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
288284,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
290913,11/1/2021,5/1/2022,Member,AMIT,0.495890411,
290956,9/1/2022,,Member,AMIT,-122.7534247,
291238,11/1/2024,,Member,AMIT,-124.9232877,
296087,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
296254,9/1/2021,6/1/2023,Varsity,AMIT,1.747945205,
297385,9/1/2022,,Varsity,AMIT,-122.7534247,
302055,11/1/2020,6/1/2024,Varsity,AMIT,3.583561644,
302262,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
302810,11/1/2020,5/1/2022,Member,AMIT,1.495890411,
306312,9/1/2021,,Member,AMIT,-121.7534247,
306806,11/1/2020,,Member,AMIT,-120.9205479,
308129,9/1/2022,,Varsity,AMIT,-122.7534247,
308470,9/1/2021,5/1/2022,Varsity,AMIT,0.6630136986,
360442,11/1/2024,,Member,AMIT,-124.9232877,
367152,12/1/2018,5/1/2019,Varsity,AMIT,0.4136986301,
367523,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
367684,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
368666,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
368823,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
369189,12/1/2015,5/1/2020,Member,AMIT,4.419178082,
369299,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
371200,12/1/2015,5/1/2019,Varsity,AMIT,3.416438356,
371608,1/1/2017,5/1/2019,Varsity,AMIT,2.328767123,
371708,1/1/2018,5/1/2020,Varsity,AMIT,2.331506849,
373613,1/1/2017,5/1/2019,Varsity,AMIT,2.328767123,
374596,12/1/2015,5/1/2019,Member,AMIT,3.416438356,
374949,1/1/2017,5/1/2020,Member,AMIT,3.331506849,
375321,1/1/2017,5/1/2019,Member,AMIT,2.328767123,
376176,1/1/2017,5/1/2019,Member,AMIT,2.328767123,
376388,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
376806,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
377067,1/1/2017,5/1/2020,Member,AMIT,3.331506849,
377149,10/1/2016,5/1/2020,Member,AMIT,3.583561644,
377354,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
379908,1/1/2017,5/1/2020,Varsity,AMIT,3.331506849,
380218,12/1/2018,5/1/2019,Varsity,AMIT,0.4136986301,
380608,1/1/2017,5/1/2019,Varsity,AMIT,2.328767123,
381143,1/1/2017,5/1/2019,Varsity,AMIT,2.328767123,
382105,1/1/2018,5/1/2019,Varsity,AMIT,1.328767123,
382707,1/1/2018,5/1/2020,Member,AMIT,2.331506849,
383055,1/1/2018,6/1/2021,Member,AMIT,3.416438356,
383084,1/1/2020,6/1/2020,Varsity,AMIT,0.4164383562,
383892,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
384075,9/1/2017,5/1/2019,Member,AMIT,1.663013699,
384573,1/1/2020,12/1/2020,Member,AMIT,0.9178082192,
384624,1/1/2018,5/1/2022,Member,AMIT,4.331506849,
384757,1/1/2018,5/1/2020,Varsity,AMIT,2.331506849,
385212,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
385415,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
387548,1/1/2018,6/1/2021,Member,AMIT,3.416438356,
387700,11/1/2021,5/1/2022,Member,AMIT,0.495890411,
387738,1/1/2018,5/1/2022,Varsity,AMIT,4.331506849,
388222,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
388223,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
388483,1/1/2018,5/1/2020,Member,AMIT,2.331506849,
389014,1/1/2018,6/1/2021,Varsity,AMIT,3.416438356,
389350,1/1/2018,6/1/2021,Member,AMIT,3.416438356,
392749,1/1/2020,5/1/2022,Member,AMIT,2.331506849,
392843,12/1/2018,5/1/2022,Varsity,AMIT,3.416438356,
393262,1/1/2020,12/1/2020,Varsity,AMIT,0.9178082192,
393320,12/1/2018,3/1/2021,Varsity,AMIT,2.249315068,
393656,12/1/2018,5/1/2019,Member,AMIT,0.4136986301,
394809,12/1/2018,6/1/2021,Member,AMIT,2.501369863,
395049,12/1/2018,5/1/2022,Member,AMIT,3.416438356,
395649,12/1/2018,5/1/2022,Varsity,AMIT,3.416438356,
396018,11/1/2020,5/1/2022,Member,AMIT,1.495890411,
396132,11/1/2020,5/1/2022,Member,AMIT,1.495890411,
396323,12/1/2018,5/1/2020,Member,AMIT,1.416438356,
396770,1/1/2019,3/1/2024,Member,AMIT,5.167123288,
397053,12/1/2018,6/1/2021,Varsity,AMIT,2.501369863,
399299,1/1/2020,5/1/2022,Member,AMIT,2.331506849,
400966,12/1/2018,5/1/2020,Member,AMIT,1.416438356,
401229,12/1/2018,5/1/2019,Varsity,AMIT,0.4136986301,
401835,12/1/2018,5/1/2022,Member,AMIT,3.416438356,
402340,1/1/2020,6/1/2021,Varsity,AMIT,1.416438356,
405440,11/1/2021,6/1/2023,Member,AMIT,1.580821918,
406032,1/1/2020,5/1/2022,Varsity,AMIT,2.331506849,
406241,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
406262,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
406737,1/1/2020,5/1/2022,Varsity,AMIT,2.331506849,
406825,1/1/2019,5/1/2022,Member,AMIT,3.331506849,
406864,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
406992,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
407235,12/1/2023,6/1/2024,Varsity,AMIT,0.501369863,
408034,1/1/2020,5/1/2021,Member,AMIT,1.331506849,
408188,1/1/2020,6/1/2024,Varsity,AMIT,4.419178082,
408696,1/1/2020,6/1/2023,Member,AMIT,3.416438356,
408916,1/1/2020,5/1/2022,Member,AMIT,2.331506849,
409137,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
411396,9/1/2019,5/1/2020,Member,AMIT,0.6657534247,
412889,9/1/2019,5/1/2020,Member,AMIT,0.6657534247,
414534,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
415031,11/1/2020,6/1/2023,Varsity,AMIT,2.580821918,
415376,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
416031,1/1/2020,6/1/2023,Varsity,AMIT,3.416438356,
416065,1/1/2020,5/1/2020,Varsity,AMIT,0.3315068493,
416648,1/1/2020,5/1/2021,Varsity,AMIT,1.331506849,
416806,1/1/2020,5/1/2020,Varsity,AMIT,0.3315068493,
418141,1/1/2020,6/1/2022,Varsity,AMIT,2.416438356,
418173,1/1/2020,5/1/2020,Member,AMIT,0.3315068493,
422943,11/1/2020,6/1/2024,Varsity,AMIT,3.583561644,
423156,11/1/2020,6/1/2023,Varsity,AMIT,2.580821918,
423375,11/1/2020,6/1/2024,Varsity,AMIT,3.583561644,
425049,11/1/2020,,Varsity,AMIT,-120.9205479,
425448,11/1/2020,,Member,AMIT,-120.9205479,
425581,11/1/2020,,Varsity,AMIT,-120.9205479,
425715,11/1/2020,12/1/2020,Member,AMIT,0.08219178082,
426378,11/1/2020,5/1/2021,Varsity,AMIT,0.495890411,
426471,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
426711,11/1/2020,6/1/2021,Varsity,AMIT,0.5808219178,
427148,11/1/2020,5/1/2021,Varsity,AMIT,0.495890411,
427692,11/1/2021,5/1/2022,Member,AMIT,0.495890411,
428136,1/17/2020,5/1/2020,Member,AMIT,0.2876712329,
430172,11/1/2020,,Varsity,AMIT,-120.9205479,
430651,9/1/2021,6/1/2023,Varsity,AMIT,1.747945205,
431813,11/1/2020,12/1/2020,Member,AMIT,0.08219178082,
431841,11/1/2021,6/1/2023,Member,AMIT,1.580821918,
433084,9/1/2021,,Varsity,AMIT,-121.7534247,
433515,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
433879,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
436612,9/1/2021,6/1/2023,Varsity,AMIT,1.747945205,
437241,11/1/2020,6/1/2024,Member,AMIT,3.583561644,
438137,11/1/2020,12/1/2020,Member,AMIT,0.08219178082,
438606,11/1/2020,12/1/2020,Member,AMIT,0.08219178082,
442514,9/1/2021,6/1/2024,Member,AMIT,2.750684932,
442537,9/1/2021,,Member,AMIT,-121.7534247,
442881,9/1/2021,,Varsity,AMIT,-121.7534247,
443830,9/1/2021,12/1/2021,Member,AMIT,0.2493150685,
443881,9/1/2021,,Varsity,AMIT,-121.7534247,
443941,1/1/2022,,Varsity,AMIT,-122.0876712,
444068,9/1/2021,1/1/2023,Varsity,AMIT,1.334246575,
445772,9/1/2021,6/1/2023,Member,AMIT,1.747945205,
445806,9/1/2021,5/1/2022,Member,AMIT,0.6630136986,
445946,9/1/2021,,Member,AMIT,-121.7534247,
446051,9/1/2021,,Varsity,AMIT,-121.7534247,
446455,9/1/2021,,Varsity,AMIT,-121.7534247,
446465,9/1/2021,,Member,AMIT,-121.7534247,
447124,9/1/2021,6/1/2024,Member,AMIT,2.750684932,
448282,1/1/2022,6/1/2023,Member,AMIT,1.41369863,
448390,1/1/2024,6/1/2024,Member,AMIT,0.4164383562,
449173,2/1/2024,6/1/2024,Member,AMIT,0.3315068493,
450121,11/1/2021,5/1/2022,Member,AMIT,0.495890411,
450218,9/1/2021,5/1/2022,Member,AMIT,0.6630136986,
451782,9/1/2021,,Varsity,AMIT,-121.7534247,
451956,11/1/2021,5/1/2022,Member,AMIT,0.495890411,
451995,9/1/2021,,Varsity,AMIT,-121.7534247,
452725,9/1/2021,,Varsity,AMIT,-121.7534247,
454095,9/1/2021,,Varsity,AMIT,-121.7534247,
457766,9/1/2022,,Member,AMIT,-122.7534247,
458206,9/1/2022,5/1/2024,Member,AMIT,1.665753425,
458292,9/1/2022,,Varsity,AMIT,-122.7534247,
459541,9/1/2022,6/1/2023,Member,AMIT,0.7479452055,
459559,9/1/2022,,Varsity,AMIT,-122.7534247,
459726,9/1/2022,6/1/2023,Member,AMIT,0.7479452055,
460108,11/1/2023,,Varsity,AMIT,-123.9205479,
460284,9/1/2022,,Varsity,AMIT,-122.7534247,
460286,9/1/2022,5/1/2024,Varsity,AMIT,1.665753425,
460343,9/1/2022,,Member,AMIT,-122.7534247,
460940,9/1/2022,,Varsity,AMIT,-122.7534247,
461694,9/1/2022,,Member,AMIT,-122.7534247,
461725,9/1/2022,,Varsity,AMIT,-122.7534247,
462779,9/1/2022,,Varsity,AMIT,-122.7534247,
462985,9/1/2022,6/1/2024,Member,AMIT,1.750684932,
464057,9/1/2022,,Varsity,AMIT,-122.7534247,
464368,9/1/2022,,Varsity,AMIT,-122.7534247,
467572,9/1/2022,,Varsity,AMIT,-122.7534247,
467580,9/1/2022,6/1/2023,Member,AMIT,0.7479452055,
468110,9/1/2022,6/1/2023,Member,AMIT,0.7479452055,
468773,9/1/2022,,Member,AMIT,-122.7534247,
470348,9/1/2022,,Varsity,AMIT,-122.7534247,
472929,11/1/2023,12/1/2023,Member,AMIT,0.08219178082,
472983,11/1/2023,6/1/2024,Member,AMIT,0.5835616438,
472991,11/1/2023,,Member,AMIT,-123.9205479,
473066,11/1/2023,,Varsity,AMIT,-123.9205479,
473154,11/1/2023,,Member,AMIT,-123.9205479,
473198,11/1/2023,,Varsity,AMIT,-123.9205479,
473269,11/1/2023,,Member,AMIT,-123.9205479,
473342,11/1/2023,,Varsity,AMIT,-123.9205479,
473624,11/1/2023,,Varsity,AMIT,-123.9205479,
473647,11/1/2023,,Varsity,AMIT,-123.9205479,
473665,11/1/2023,5/1/2024,Member,AMIT,0.498630137,
473804,11/1/2023,,Varsity,AMIT,-123.9205479,
473950,11/1/2023,,Member,AMIT,-123.9205479,
474180,11/1/2024,,Member,AMIT,-124.9232877,
474260,11/1/2023,,Member,AMIT,-123.9205479,
474639,11/1/2023,,Varsity,AMIT,-123.9205479,
475166,1/1/2024,,Varsity,AMIT,-124.0876712,
475372,11/1/2023,,Member,AMIT,-123.9205479,
475473,11/1/2023,,Varsity,AMIT,-123.9205479,
476287,11/1/2023,,Member,AMIT,-123.9205479,
476313,11/1/2023,,Varsity,AMIT,-123.9205479,
476770,11/1/2023,,Varsity,AMIT,-123.9205479,
477093,11/1/2023,,Varsity,AMIT,-123.9205479,
478022,11/1/2023,,Varsity,AMIT,-123.9205479,
478120,12/1/2024,,Member,AMIT,-125.0054795,
478401,2/1/2023,,Varsity,AMIT,-123.1726027,
479145,11/1/2023,5/1/2024,Member,AMIT,0.498630137,
479422,11/1/2023,5/1/2024,Member,AMIT,0.498630137,
479545,11/1/2023,,Member,AMIT,-123.9205479,
479606,11/1/2023,6/1/2024,Member,AMIT,0.5835616438,
480272,11/1/2023,,Varsity,AMIT,-123.9205479,
480387,11/1/2023,,Varsity,AMIT,-123.9205479,
480568,11/1/2023,5/1/2024,Varsity,AMIT,0.498630137,
481058,11/1/2023,,Member,AMIT,-123.9205479,
482888,11/1/2023,,Member,AMIT,-123.9205479,
485330,11/1/2023,,Varsity,AMIT,-123.9205479,
485870,11/1/2023,,Varsity,AMIT,-123.9205479,
486657,11/1/2023,,Varsity,AMIT,-123.9205479,
490258,11/1/2024,,Member,AMIT,-124.9232877,
490458,11/1/2024,,Member,AMIT,-124.9232877,
493384,11/1/2024,,Member,AMIT,-124.9232877,
494475,11/1/2024,,Member,AMIT,-124.9232877,
494653,11/1/2024,,Member,AMIT,-124.9232877,
495035,11/1/2024,,Member,AMIT,-124.9232877,
496114,11/1/2024,,Member,AMIT,-124.9232877,
497486,11/1/2024,,Member,AMIT,-124.9232877,
498632,11/1/2024,,Member,AMIT,-124.9232877,
498756,11/1/2024,,Member,AMIT,-124.9232877,
499198,11/1/2024,,Member,AMIT,-124.9232877,
499821,11/1/2024,,Member,AMIT,-124.9232877,
501085,11/1/2024,,Member,AMIT,-124.9232877,
501372,11/1/2024,,Member,AMIT,-124.9232877,
502546,11/1/2024,,Member,AMIT,-124.9232877,
503032,11/1/2024,,Member,AMIT,-124.9232877,
504241,11/1/2024,,Member,AMIT,-124.9232877,
506223,11/1/2024,,Member,AMIT,-124.9232877,
506599,11/1/2024,,Member,AMIT,-124.9232877,
507609,11/1/2024,,Member,AMIT,-124.9232877,
514884,1/1/2025,,Member,AMIT,-125.090411,
515438,1/1/2025,,Member,AMIT,-125.090411,
264633,8/1/2019,6/1/2023,Varsity,AMXC,3.835616438,
267517,8/1/2018,5/1/2019,Member,AMXC,0.7479452055,
287660,8/1/2018,5/1/2020,Member,AMXC,1.750684932,
290956,8/1/2024,,Member,AMXC,-124.6712329,
367542,8/1/2015,5/1/2019,Member,AMXC,3.750684932,
369189,8/1/2015,5/1/2020,Varsity,AMXC,4.753424658,
377354,8/1/2016,5/1/2020,Member,AMXC,3.750684932,
381143,8/1/2016,5/1/2019,Varsity,AMXC,2.747945205,
382707,8/1/2017,6/1/2020,Member,AMXC,2.835616438,
383055,8/1/2017,5/1/2021,Member,AMXC,3.750684932,
385212,8/1/2017,5/1/2021,Varsity,AMXC,3.750684932,
387368,8/1/2019,6/1/2020,Member,AMXC,0.8356164384,
387548,8/1/2018,5/1/2019,Varsity,AMXC,0.7479452055,
