ID,Membrshp Start Dt,Membrshp End Dt,Role,SPORT,years_org,
396932,8/1/2018,12/1/2019,Varsity,AFBA,1.334246575,
401688,8/1/2018,12/1/2019,Member,AFBA,1.334246575,
410555,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
413426,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
417827,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
412573,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
412864,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
405412,8/1/2019,12/1/2019,Varsity,AFBA,0.3342465753,
410736,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
409847,8/1/2019,12/1/2019,Member,AFBA,0.3342465753,
420359,9/15/2019,12/1/2019,Member,AFBA,0.2109589041,
397251,3/1/2018,3/1/2020,Varsity,AFBA,2.002739726,
376337,8/1/2016,5/1/2020,Varsity,AFBA,3.750684932,
378884,8/1/2016,5/1/2020,Varsity,AFBA,3.750684932,
383691,8/1/2017,5/1/2020,Varsity,AFBA,2.750684932,
386403,8/1/2017,5/1/2020,Member,AFBA,2.750684932,
381305,8/1/2017,5/1/2020,Varsity,AFBA,2.750684932,
385419,8/1/2017,5/1/2020,Member,AFBA,2.750684932,
377701,8/1/2018,5/1/2020,Varsity,AFBA,1.750684932,
399206,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
396770,8/1/2018,5/1/2020,Varsity,AFBA,1.750684932,
398577,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
403441,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
397754,8/1/2018,5/1/2020,Varsity,AFBA,1.750684932,
397106,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
391790,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
396279,8/1/2018,5/1/2020,Member,AFBA,1.750684932,
410556,2/1/2019,5/1/2020,Member,AFBA,1.246575342,
413045,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
415238,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
412846,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
417335,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
409107,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
410451,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
416629,8/1/2019,5/1/2020,Member,AFBA,0.7506849315,
412062,8/1/2019,5/1/2020,Varsity,AFBA,0.7506849315,
371130,8/1/2015,6/1/2020,Varsity,AFBA,4.838356164,
380650,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
376021,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
379486,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
379732,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
378570,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
380718,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
378634,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
379726,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
378760,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
379058,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
371951,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
378841,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
379908,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
378892,8/1/2016,6/1/2020,Varsity,AFBA,3.835616438,
395929,8/1/2018,6/1/2020,Varsity,AFBA,1.835616438,
430665,8/1/2020,8/16/2020,Member,AFBA,0.04109589041,
430990,8/1/2020,8/16/2020,Member,AFBA,0.04109589041,
431803,8/1/2020,8/16/2020,Member,AFBA,0.04109589041,
414403,8/1/2019,8/28/2020,Member,AFBA,1.076712329,
427143,8/1/2020,9/10/2020,Member,AFBA,0.1095890411,
397163,3/1/2018,12/1/2020,Member,AFBA,2.756164384,
413291,8/1/2019,12/1/2020,Member,AFBA,1.336986301,
426807,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
427386,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
432835,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
427313,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
430574,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
430178,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
438137,8/1/2020,12/1/2020,Member,AFBA,0.3342465753,
401099,9/1/2020,12/1/2020,,AFBA,0.2493150685,
382696,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
387826,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
385015,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
387895,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
386384,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
385333,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
388887,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
384466,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
388295,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
383953,8/1/2017,5/1/2021,Varsity,AFBA,3.750684932,
396146,8/1/2018,5/1/2021,Varsity,AFBA,2.750684932,
393521,8/1/2018,5/1/2021,Varsity,AFBA,2.750684932,
411822,2/1/2019,5/1/2021,Varsity,AFBA,2.246575342,
392180,2/1/2019,5/1/2021,Member,AFBA,2.246575342,
397077,2/1/2019,5/1/2021,Varsity,AFBA,2.246575342,
415031,8/1/2019,5/1/2021,Member,AFBA,1.750684932,
415538,8/1/2019,5/1/2021,Member,AFBA,1.750684932,
406876,8/1/2019,5/1/2021,Varsity,AFBA,1.750684932,
418178,8/1/2019,5/1/2021,Varsity,AFBA,1.750684932,
422342,2/1/2020,5/1/2021,Member,AFBA,1.246575342,
426504,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
427594,8/1/2020,5/1/2021,Varsity,AFBA,0.7479452055,
396300,8/1/2020,5/1/2021,Varsity,AFBA,0.7479452055,
426378,8/1/2020,5/1/2021,Varsity,AFBA,0.7479452055,
425595,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
432038,8/1/2020,5/1/2021,Varsity,AFBA,0.7479452055,
430343,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
425708,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
432537,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
430630,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
433959,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
431896,8/1/2020,5/1/2021,Member,AFBA,0.7479452055,
396328,8/1/2020,5/1/2021,Varsity,AFBA,0.7479452055,
396807,8/29/2020,5/1/2021,Member,AFBA,0.6712328767,
448062,8/1/2021,8/16/2021,Member,AFBA,0.04109589041,
444741,8/1/2021,11/1/2021,Member,AFBA,0.2520547945,
443594,8/1/2021,11/1/2021,Member,AFBA,0.2520547945,
386584,8/1/2017,12/1/2021,Varsity,AFBA,4.336986301,
412887,8/1/2019,12/1/2021,Member,AFBA,2.336986301,
438033,8/1/2020,12/1/2021,Member,AFBA,1.334246575,
395137,8/1/2020,12/1/2021,Varsity,AFBA,1.334246575,
430482,8/1/2020,12/1/2021,Varsity,AFBA,1.334246575,
432367,8/1/2020,12/1/2021,Varsity,AFBA,1.334246575,
426711,8/1/2020,12/1/2021,Member,AFBA,1.334246575,
430855,8/1/2020,12/1/2021,Varsity,AFBA,1.334246575,
452967,8/1/2021,12/1/2021,Varsity,AFBA,0.3342465753,
450207,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
454167,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
453356,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
448077,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
447678,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
448762,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
452421,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
449420,8/1/2021,12/1/2021,Member,AFBA,0.3342465753,
449110,8/1/2021,12/1/2021,Varsity,AFBA,0.3342465753,
446205,8/1/2021,12/1/2021,Varsity,AFBA,0.3342465753,
386092,8/1/2017,5/1/2022,Varsity,AFBA,4.750684932,
387700,8/1/2017,5/1/2022,Varsity,AFBA,4.750684932,
387732,8/1/2017,5/1/2022,Varsity,AFBA,4.750684932,
395573,3/1/2018,5/1/2022,Varsity,AFBA,4.169863014,
396609,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
399299,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
396587,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
392226,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
397398,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
397400,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
398314,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
394809,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
400591,8/1/2018,5/1/2022,Member,AFBA,3.750684932,
263810,8/1/2018,5/1/2022,Varsity,AFBA,3.750684932,
408814,2/1/2019,5/1/2022,Varsity,AFBA,3.246575342,
410714,8/1/2019,5/1/2022,Member,AFBA,2.750684932,
408469,8/1/2019,5/1/2022,Member,AFBA,2.750684932,
412856,8/1/2019,5/1/2022,Varsity,AFBA,2.750684932,
413575,8/1/2019,5/1/2022,Member,AFBA,2.750684932,
430086,8/1/2020,5/1/2022,Member,AFBA,1.747945205,
433515,8/1/2020,5/1/2022,Member,AFBA,1.747945205,
446242,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
446801,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
448065,8/1/2021,5/1/2022,Varsity,AFBA,0.7479452055,
450147,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
443941,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
451695,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
447797,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
448224,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
447340,8/1/2021,5/1/2022,Varsity,AFBA,0.7479452055,
454095,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
449801,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
444546,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
443881,8/1/2021,5/1/2022,Member,AFBA,0.7479452055,
382308,8/1/2021,5/1/2022,Varsity,AFBA,0.7479452055,
464839,8/1/2022,8/9/2022,Member,AFBA,0.02191780822,
460286,8/1/2022,8/12/2022,Member,AFBA,0.0301369863,
461249,8/1/2022,8/12/2022,Member,AFBA,0.0301369863,
461279,8/1/2022,8/12/2022,Member,AFBA,0.0301369863,
467270,8/1/2022,8/13/2022,Member,AFBA,0.03287671233,
447671,8/1/2021,8/14/2022,Member,AFBA,1.035616438,
462890,8/1/2022,8/20/2022,Member,AFBA,0.05205479452,
452711,8/1/2021,10/1/2022,Varsity,AFBA,1.167123288,
466404,8/1/2022,10/1/2022,Member,AFBA,0.1671232877,
407235,8/16/2021,11/1/2022,Varsity,AFBA,1.210958904,
430232,8/1/2020,12/1/2022,Varsity,AFBA,2.334246575,
427157,8/1/2020,12/1/2022,Varsity,AFBA,2.334246575,
432231,8/1/2020,12/1/2022,Varsity,AFBA,2.334246575,
443884,8/1/2021,12/1/2022,Member,AFBA,1.334246575,
462340,8/1/2022,12/1/2022,Member,AFBA,0.3342465753,
468368,8/1/2022,12/1/2022,Varsity,AFBA,0.3342465753,
469042,8/1/2022,12/1/2022,Varsity,AFBA,0.3342465753,
464763,8/1/2022,12/1/2022,Member,AFBA,0.3342465753,
462526,8/1/2022,12/1/2022,Varsity,AFBA,0.3342465753,
465040,8/1/2022,12/1/2022,Member,AFBA,0.3342465753,
461455,8/1/2022,12/1/2022,Member,AFBA,0.3342465753,
464676,8/1/2022,12/1/2022,Varsity,AFBA,0.3342465753,
461117,8/1/2022,12/1/2022,Member,AFBA,0.3342465753,
384991,8/1/2018,1/1/2023,Varsity,AFBA,4.421917808,
400779,8/1/2018,1/1/2023,Varsity,AFBA,4.421917808,
396556,8/1/2018,1/1/2023,Varsity,AFBA,4.421917808,
396282,2/1/2019,1/1/2023,Varsity,AFBA,3.917808219,
386802,8/1/2019,1/1/2023,Varsity,AFBA,3.421917808,
449129,8/1/2021,1/1/2023,Varsity,AFBA,1.419178082,
444921,8/1/2021,1/1/2023,Member,AFBA,1.419178082,
450516,8/1/2021,1/1/2023,Member,AFBA,1.419178082,
465073,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
469263,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
461334,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
464634,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
462643,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
464687,8/1/2022,1/1/2023,Varsity,AFBA,0.4191780822,
464836,8/1/2022,1/1/2023,Member,AFBA,0.4191780822,
449816,8/1/2021,1/15/2023,Member,AFBA,1.457534247,
412677,1/10/2022,4/1/2023,Varsity,AFBA,1.221917808,
425260,8/1/2020,5/1/2023,Varsity,AFBA,2.747945205,
432252,8/1/2020,5/1/2023,Varsity,AFBA,2.747945205,
446954,8/1/2021,5/1/2023,Member,AFBA,1.747945205,
444343,8/1/2021,5/1/2023,Varsity,AFBA,1.747945205,
447952,8/1/2021,5/1/2023,Member,AFBA,1.747945205,
434088,8/1/2021,5/1/2023,Varsity,AFBA,1.747945205,
450218,8/1/2021,5/1/2023,Varsity,AFBA,1.747945205,
446123,8/1/2021,5/1/2023,Member,AFBA,1.747945205,
463784,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
457766,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
462524,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
383916,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
468935,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
462424,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
447124,8/1/2022,5/1/2023,Varsity,AFBA,0.7479452055,
460651,8/1/2022,5/1/2023,Member,AFBA,0.7479452055,
429654,3/1/2023,5/1/2023,Member,AFBA,0.1671232877,
409536,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
413288,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
410133,8/1/2019,6/1/2023,Member,AFBA,3.835616438,
416836,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
412614,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
300494,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
412967,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
411606,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
409479,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
413270,8/1/2019,6/1/2023,Varsity,AFBA,3.835616438,
454222,8/1/2021,6/1/2023,Varsity,AFBA,1.832876712,
483168,8/1/2023,8/16/2023,Member,AFBA,0.04109589041,
480462,8/1/2023,8/16/2023,Member,AFBA,0.04109589041,
485459,8/1/2023,8/16/2023,Member,AFBA,0.04109589041,
483462,8/1/2023,8/16/2023,Member,AFBA,0.04109589041,
476974,8/1/2023,8/16/2023,Member,AFBA,0.04109589041,
474034,8/1/2023,8/30/2023,Member,AFBA,0.07945205479,
450497,8/1/2021,9/27/2023,Varsity,AFBA,2.156164384,
410721,8/1/2019,10/1/2023,Varsity,AFBA,4.169863014,
456806,8/1/2022,10/1/2023,Varsity,AFBA,1.167123288,
431841,8/1/2020,12/1/2023,Varsity,AFBA,3.334246575,
463980,8/1/2022,12/1/2023,Member,AFBA,1.334246575,
461693,8/1/2022,12/1/2023,Varsity,AFBA,1.334246575,
456964,8/1/2022,12/1/2023,Member,AFBA,1.334246575,
485746,8/1/2023,12/1/2023,Varsity,AFBA,0.3342465753,
479053,8/1/2023,12/1/2023,Member,AFBA,0.3342465753,
479374,8/1/2023,12/1/2023,Member,AFBA,0.3342465753,
472989,8/1/2023,12/1/2023,Member,AFBA,0.3342465753,
479383,8/1/2023,12/1/2023,Varsity,AFBA,0.3342465753,
481759,8/1/2023,3/1/2024,Member,AFBA,0.5835616438,
413087,8/1/2019,5/1/2024,Varsity,AFBA,4.753424658,
407689,8/1/2019,5/1/2024,Varsity,AFBA,4.753424658,
415324,8/1/2019,5/1/2024,Varsity,AFBA,4.753424658,
420883,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
430413,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
427392,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
425038,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
429707,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
426580,8/1/2020,5/1/2024,Varsity,AFBA,3.750684932,
446258,8/1/2021,5/1/2024,Varsity,AFBA,2.750684932,
445717,8/1/2021,5/1/2024,Varsity,AFBA,2.750684932,
283153,8/1/2021,5/1/2024,Varsity,AFBA,2.750684932,
461381,1/10/2022,5/1/2024,Member,AFBA,2.306849315,
308129,8/1/2022,5/1/2024,Member,AFBA,1.750684932,
464334,8/1/2022,5/1/2024,Varsity,AFBA,1.750684932,
465758,8/1/2022,5/1/2024,Varsity,AFBA,1.750684932,
460558,8/1/2022,5/1/2024,Member,AFBA,1.750684932,
461529,8/1/2022,5/1/2024,Member,AFBA,1.750684932,
461442,8/1/2022,5/1/2024,Member,AFBA,1.750684932,
408532,3/1/2023,5/1/2024,Member,AFBA,1.169863014,
479240,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479145,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479013,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479470,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
485529,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479830,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
477290,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479194,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
478329,8/1/2023,5/1/2024,Varsity,AFBA,0.7506849315,
474378,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
476332,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
475166,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
485315,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
291097,8/1/2023,5/1/2024,Varsity,AFBA,0.7506849315,
479606,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
480764,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
479388,8/1/2023,5/1/2024,Member,AFBA,0.7506849315,
434305,8/1/2020,,Member,AFBA,-120.6684932,
425756,8/1/2020,,Varsity,AFBA,-120.6684932,
431818,8/1/2020,,Varsity,AFBA,-120.6684932,
266739,8/1/2020,,Varsity,AFBA,-120.6684932,
397288,8/1/2020,,Varsity,AFBA,-120.6684932,
431833,8/1/2020,,Member,AFBA,-120.6684932,
424084,8/1/2020,,Varsity,AFBA,-120.6684932,
432382,8/1/2020,,Varsity,AFBA,-120.6684932,
296087,8/1/2020,,Varsity,AFBA,-120.6684932,
444747,8/1/2021,,Varsity,AFBA,-121.6684932,
450121,8/1/2021,,Member,AFBA,-121.6684932,
449341,8/1/2021,,Member,AFBA,-121.6684932,
449433,8/1/2021,,Varsity,AFBA,-121.6684932,
450570,8/1/2021,,Varsity,AFBA,-121.6684932,
452963,8/1/2021,,Varsity,AFBA,-121.6684932,
444924,8/1/2021,,Varsity,AFBA,-121.6684932,
448390,8/1/2021,,Varsity,AFBA,-121.6684932,
443259,8/1/2021,,Varsity,AFBA,-121.6684932,
453102,8/1/2021,,Varsity,AFBA,-121.6684932,
446444,8/1/2021,,Varsity,AFBA,-121.6684932,
448624,8/1/2021,,Member,AFBA,-121.6684932,
449251,8/1/2021,,Varsity,AFBA,-121.6684932,
442734,8/1/2021,,Member,AFBA,-121.6684932,
296099,1/10/2022,,Varsity,AFBA,-122.1123288,
461384,8/1/2022,,Varsity,AFBA,-122.6684932,
363802,8/1/2022,,Varsity,AFBA,-122.6684932,
462600,8/1/2022,,Varsity,AFBA,-122.6684932,
461235,8/1/2022,,Varsity,AFBA,-122.6684932,
468773,8/1/2022,,Member,AFBA,-122.6684932,
461725,8/1/2022,,Varsity,AFBA,-122.6684932,
464057,8/1/2022,,Varsity,AFBA,-122.6684932,
467070,8/1/2022,,Varsity,AFBA,-122.6684932,
459559,8/1/2022,,Varsity,AFBA,-122.6684932,
470887,8/1/2022,,Varsity,AFBA,-122.6684932,
459577,8/1/2022,,Varsity,AFBA,-122.6684932,
464536,8/1/2022,,Member,AFBA,-122.6684932,
460167,8/1/2022,,Member,AFBA,-122.6684932,
459586,8/1/2022,,Varsity,AFBA,-122.6684932,
462183,8/1/2022,,Varsity,AFBA,-122.6684932,
476692,8/1/2023,,Varsity,AFBA,-123.6684932,
472850,8/1/2023,,Member,AFBA,-123.6684932,
449097,8/1/2023,,Member,AFBA,-123.6684932,
474677,8/1/2023,,Varsity,AFBA,-123.6684932,
479545,8/1/2023,,Member,AFBA,-123.6684932,
476770,8/1/2023,,Varsity,AFBA,-123.6684932,
475616,8/1/2023,,Varsity,AFBA,-123.6684932,
474639,8/1/2023,,Varsity,AFBA,-123.6684932,
484110,8/1/2023,,Member,AFBA,-123.6684932,
475473,8/1/2023,,Member,AFBA,-123.6684932,
291098,8/1/2023,,Member,AFBA,-123.6684932,
476694,8/1/2023,,Member,AFBA,-123.6684932,
473062,8/1/2023,,Member,AFBA,-123.6684932,
478120,8/1/2023,,Varsity,AFBA,-123.6684932,
479839,8/1/2023,,Member,AFBA,-123.6684932,
480258,8/1/2023,,Varsity,AFBA,-123.6684932,
479635,8/1/2023,,Varsity,AFBA,-123.6684932,
274979,8/1/2023,,Varsity,AFBA,-123.6684932,
478064,8/1/2023,,Member,AFBA,-123.6684932,
475523,8/1/2023,,Member,AFBA,-123.6684932,
478976,8/1/2023,,Varsity,AFBA,-123.6684932,
475731,8/1/2023,,Varsity,AFBA,-123.6684932,
479195,8/1/2023,,Member,AFBA,-123.6684932,
480622,8/1/2023,,Varsity,AFBA,-123.6684932,
461355,8/1/2023,,Member,AFBA,-123.6684932,
479562,8/1/2023,,Varsity,AFBA,-123.6684932,
493845,8/1/2024,,Member,AFBA,-124.6712329,
283982,8/1/2024,,Member,AFBA,-124.6712329,
267242,8/1/2024,,Member,AFBA,-124.6712329,
502422,8/1/2024,,Member,AFBA,-124.6712329,
500119,8/1/2024,,Member,AFBA,-124.6712329,
499420,8/1/2024,,Member,AFBA,-124.6712329,
506223,8/1/2024,,Member,AFBA,-124.6712329,
499821,8/1/2024,,Member,AFBA,-124.6712329,
498756,8/1/2024,,Member,AFBA,-124.6712329,
498951,8/1/2024,,Member,AFBA,-124.6712329,
504676,8/1/2024,,Member,AFBA,-124.6712329,
498761,8/1/2024,,Member,AFBA,-124.6712329,
491040,8/1/2024,,Member,AFBA,-124.6712329,
501552,8/1/2024,,Member,AFBA,-124.6712329,
502143,8/1/2024,,Member,AFBA,-124.6712329,
495538,8/1/2024,,Member,AFBA,-124.6712329,
505342,8/1/2024,,Member,AFBA,-124.6712329,
495569,8/1/2024,,Member,AFBA,-124.6712329,
491481,8/1/2024,,Member,AFBA,-124.6712329,
501372,8/1/2024,,Member,AFBA,-124.6712329,
499951,8/1/2024,,Member,AFBA,-124.6712329,
358197,8/1/2024,,Member,AFBA,-124.6712329,
495223,8/1/2024,,Member,AFBA,-124.6712329,
494851,8/1/2024,,Member,AFBA,-124.6712329,
506441,8/1/2024,,Member,AFBA,-124.6712329,
498690,8/1/2024,,Member,AFBA,-124.6712329,
499519,8/1/2024,,Member,AFBA,-124.6712329,
486520,8/1/2024,,Member,AFBA,-124.6712329,
499815,8/1/2024,,Member,AFBA,-124.6712329,
501478,8/1/2024,,Member,AFBA,-124.6712329,
499809,8/1/2024,,Member,AFBA,-124.6712329,
504241,8/1/2024,,Member,AFBA,-124.6712329,
499738,8/1/2024,,Member,AFBA,-124.6712329,
454224,8/1/2024,,Member,AFBA,-124.6712329,
499098,8/1/2024,,Member,AFBA,-124.6712329,
500653,8/1/2024,,Member,AFBA,-124.6712329,
499671,8/1/2024,,Member,AFBA,-124.6712329,
500983,8/1/2024,,Member,AFBA,-124.6712329,
499096,8/1/2024,,Member,AFBA,-124.6712329,
498503,8/1/2024,,Member,AFBA,-124.6712329,
494288,8/1/2024,,Member,AFBA,-124.6712329,
288358,8/1/2018,5/1/2022,Varsity,AGOF,3.750684932,
308161,8/1/2018,5/1/2022,Varsity,AGOF,3.750684932,
311139,8/1/2024,,Member,AGOF,-124.6712329,
368877,8/1/2015,5/1/2019,Varsity,AGOF,3.750684932,
375352,8/1/2016,5/1/2020,Varsity,AGOF,3.750684932,
375774,8/1/2016,5/1/2019,Member,AGOF,2.747945205,
375831,8/1/2016,5/1/2020,Varsity,AGOF,3.750684932,
383157,8/1/2017,5/1/2021,Varsity,AGOF,3.750684932,
384795,8/1/2017,5/1/2021,Member,AGOF,3.750684932,
385009,8/1/2017,5/1/2019,Varsity,AGOF,1.747945205,
385468,8/1/2017,5/1/2020,Varsity,AGOF,2.750684932,
386472,8/1/2017,5/1/2021,Varsity,AGOF,3.750684932,
386966,8/1/2018,5/1/2020,Member,AGOF,1.750684932,
409580,8/1/2019,5/1/2022,Varsity,AGOF,2.750684932,
421996,8/1/2020,12/1/2020,Varsity,AGOF,0.3342465753,
423754,8/1/2020,5/1/2021,Varsity,AGOF,0.7479452055,
424438,8/1/2020,5/1/2023,Varsity,AGOF,2.747945205,
424878,8/1/2020,5/1/2024,Varsity,AGOF,3.750684932,
425374,8/1/2020,5/1/2022,Varsity,AGOF,1.747945205,
425380,8/1/2020,5/1/2021,Varsity,AGOF,0.7479452055,
443140,8/1/2021,12/1/2024,Member,AGOF,3.336986301,
445943,8/1/2021,12/1/2024,Varsity,AGOF,3.336986301,
460677,3/1/2023,,Varsity,AGOF,-123.2493151,
461061,8/1/2023,,Member,AGOF,-123.6684932,
465372,8/1/2022,5/1/2023,Varsity,AGOF,0.7479452055,
465570,8/1/2022,5/1/2023,Varsity,AGOF,0.7479452055,
468771,8/1/2022,5/1/2023,Varsity,AGOF,0.7479452055,
472993,8/1/2023,5/1/2024,Varsity,AGOF,0.7506849315,
473022,8/1/2023,12/1/2023,Member,AGOF,0.3342465753,
476225,8/1/2023,,Varsity,AGOF,-123.6684932,
477169,8/1/2023,,Varsity,AGOF,-123.6684932,
477382,8/1/2023,,Varsity,AGOF,-123.6684932,
482885,8/1/2024,,Member,AGOF,-124.6712329,
483177,8/1/2023,5/1/2024,Varsity,AGOF,0.7506849315,
488275,8/1/2023,,Varsity,AGOF,-123.6684932,
489437,8/1/2024,,Member,AGOF,-124.6712329,
489749,8/1/2024,,Member,AGOF,-124.6712329,
489757,8/1/2024,,Member,AGOF,-124.6712329,
489859,8/1/2024,,Member,AGOF,-124.6712329,
491035,8/1/2024,,Member,AGOF,-124.6712329,
492696,8/1/2024,,Member,AGOF,-124.6712329,
493590,8/1/2024,,Member,AGOF,-124.6712329,
493701,8/1/2024,,Member,AGOF,-124.6712329,
497983,8/1/2024,,Member,AGOF,-124.6712329,
499087,8/1/2024,,Member,AGOF,-124.6712329,
506917,8/1/2024,,Member,AGOF,-124.6712329,
514648,1/1/2025,,Member,AGOF,-125.090411,
371479,8/1/2015,5/1/2019,Varsity,AGOL,3.750684932,
377111,8/1/2016,5/1/2019,Member,AGOL,2.747945205,
380210,8/1/2016,5/1/2019,Member,AGOL,2.747945205,
378931,8/1/2016,5/1/2019,Member,AGOL,2.747945205,
