ID,Membrshp Start Dt,Membrshp End Dt,Role,SPORT,years_org,Sport
485330,11/1/2023,,Varsity,AMIT,,M Indoor Track
485870,11/1/2023,,Varsity,AMIT,,M Indoor Track
486657,11/1/2023,,Varsity,AMIT,,M Indoor Track
490258,11/1/2024,,Member,AMIT,,M Indoor Track
490458,11/1/2024,,Member,AMIT,,M Indoor Track
493384,11/1/2024,,Member,AMIT,,M Indoor Track
494475,11/1/2024,,Member,AMIT,,M Indoor Track
494653,11/1/2024,,Member,AMIT,,M Indoor Track
495035,11/1/2024,,Member,AMIT,,M Indoor Track
496114,11/1/2024,,Member,AMIT,,M Indoor Track
497486,11/1/2024,,Member,AMIT,,M Indoor Track
498632,11/1/2024,,Member,AMIT,,M Indoor Track
498756,11/1/2024,,Member,AMIT,,M Indoor Track
499198,11/1/2024,,Member,AMIT,,M Indoor Track
499821,11/1/2024,,Member,AMIT,,M Indoor Track
501085,11/1/2024,,Member,AMIT,,M Indoor Track
501372,11/1/2024,,Member,AMIT,,M Indoor Track
502546,11/1/2024,,Member,AMIT,,M Indoor Track
503032,11/1/2024,,Member,AMIT,,M Indoor Track
504241,11/1/2024,,Member,AMIT,,M Indoor Track
506223,11/1/2024,,Member,AMIT,,M Indoor Track
506599,11/1/2024,,Member,AMIT,,M Indoor Track
507609,11/1/2024,,Member,AMIT,,M Indoor Track
514884,1/1/2025,,Member,AMIT,,M Indoor Track
515438,1/1/2025,,Member,AMIT,,M Indoor Track
264633,8/1/2019,6/1/2023,Varsity,AMXC,3.84,M Cross Country
267517,8/1/2018,5/1/2019,Member,AMXC,0.75,M Cross Country
287660,8/1/2018,5/1/2020,Member,AMXC,1.75,M Cross Country
290956,8/1/2024,,Member,AMXC,,M Cross Country
367542,8/1/2015,5/1/2019,Member,AMXC,3.75,M Cross Country
369189,8/1/2015,5/1/2020,Varsity,AMXC,4.75,M Cross Country
377354,8/1/2016,5/1/2020,Member,AMXC,3.75,M Cross Country
381143,8/1/2016,5/1/2019,Varsity,AMXC,2.75,M Cross Country
382707,8/1/2017,6/1/2020,Member,AMXC,2.84,M Cross Country
383055,8/1/2017,5/1/2021,Member,AMXC,3.75,M Cross Country
385212,8/1/2017,5/1/2021,Varsity,AMXC,3.75,M Cross Country
387368,8/1/2019,6/1/2020,Member,AMXC,0.84,M Cross Country
387548,8/1/2018,5/1/2019,Varsity,AMXC,0.75,M Cross Country
388222,8/1/2017,5/1/2021,Varsity,AMXC,3.75,M Cross Country
388223,8/1/2017,5/1/2021,Varsity,AMXC,3.75,M Cross Country
393320,8/1/2018,1/1/2021,Member,AMXC,2.42,M Cross Country
395049,8/1/2018,5/1/2022,Varsity,AMXC,3.75,M Cross Country
402340,8/1/2023,8/15/2023,Member,AMXC,0.04,M Cross Country
406737,8/1/2019,5/1/2022,Varsity,AMXC,2.75,M Cross Country
406992,4/1/2021,5/1/2022,Varsity,AMXC,1.08,M Cross Country
408916,8/1/2019,5/1/2022,Member,AMXC,2.75,M Cross Country
409137,8/1/2019,5/1/2022,Member,AMXC,2.75,M Cross Country
411396,8/1/2019,5/1/2020,Member,AMXC,0.75,M Cross Country
412889,8/1/2019,6/1/2020,Member,AMXC,0.84,M Cross Country
418173,8/1/2019,12/1/2020,Member,AMXC,1.34,M Cross Country
425581,8/1/2020,,Varsity,AMXC,,M Cross Country
425715,8/1/2020,12/1/2020,Member,AMXC,0.33,M Cross Country
426471,8/1/2020,6/1/2024,Varsity,AMXC,3.84,M Cross Country
433084,8/1/2020,,Varsity,AMXC,,M Cross Country
436612,8/1/2020,6/1/2023,Member,AMXC,2.83,M Cross Country
437241,8/1/2021,6/1/2024,Varsity,AMXC,2.84,M Cross Country
438606,10/1/2020,12/1/2020,Varsity,AMXC,0.17,M Cross Country
442537,8/1/2021,,Varsity,AMXC,,M Cross Country
443137,8/1/2021,10/1/2021,Member,AMXC,0.17,M Cross Country
445946,8/1/2021,,Varsity,AMXC,,M Cross Country
446465,8/1/2023,,Member,AMXC,,M Cross Country
448282,8/1/2022,5/1/2023,Varsity,AMXC,0.75,M Cross Country
458292,8/1/2024,,Member,AMXC,,M Cross Country
459726,8/1/2022,5/1/2023,Member,AMXC,0.75,M Cross Country
460343,8/1/2022,,Varsity,AMXC,,M Cross Country
460940,8/1/2022,,Member,AMXC,,M Cross Country
462779,8/1/2022,,Varsity,AMXC,,M Cross Country
464368,8/1/2022,,Member,AMXC,,M Cross Country
473066,8/1/2023,,Varsity,AMXC,,M Cross Country
473665,8/1/2023,5/1/2024,Member,AMXC,0.75,M Cross Country
473950,8/1/2023,,Member,AMXC,,M Cross Country
474260,8/1/2023,,Member,AMXC,,M Cross Country
476313,8/1/2023,,Member,AMXC,,M Cross Country
482888,8/1/2023,5/1/2024,Member,AMXC,0.75,M Cross Country
485330,8/1/2023,,Varsity,AMXC,,M Cross Country
486657,8/1/2023,,Varsity,AMXC,,M Cross Country
490258,8/1/2024,,Member,AMXC,,M Cross Country
490458,8/1/2024,,Member,AMXC,,M Cross Country
493384,8/1/2024,,Member,AMXC,,M Cross Country
494653,8/1/2024,,Member,AMXC,,M Cross Country
496114,8/1/2024,,Member,AMXC,,M Cross Country
498632,8/1/2024,,Member,AMXC,,M Cross Country
267801,9/1/2022,12/1/2022,Member,ASBL,0.25,Softball
279892,9/1/2022,6/1/2023,Varsity,ASBL,0.75,Softball
282984,9/1/2024,,Member,ASBL,,Softball
306120,8/1/2019,2/20/2020,Member,ASBL,0.56,Softball
310777,8/1/2020,5/1/2022,Varsity,ASBL,1.75,Softball
311395,9/1/2021,,Varsity,ASBL,,Softball
311690,9/1/2022,12/1/2022,Member,ASBL,0.25,Softball
367539,8/1/2015,5/1/2019,Varsity,ASBL,3.75,Softball
369185,2/1/2017,5/1/2019,Varsity,ASBL,2.24,Softball
372027,8/1/2015,5/1/2019,Varsity,ASBL,3.75,Softball
375085,8/1/2016,5/1/2020,Varsity,ASBL,3.75,Softball
376032,8/1/2016,5/1/2020,Varsity,ASBL,3.75,Softball
377097,8/1/2016,5/1/2020,Varsity,ASBL,3.75,Softball
377896,8/1/2016,5/1/2020,Varsity,ASBL,3.75,Softball
380207,8/1/2016,5/1/2020,Varsity,ASBL,3.75,Softball
382311,8/1/2017,6/1/2021,Varsity,ASBL,3.84,Softball
382330,8/1/2017,5/1/2022,Varsity,ASBL,4.75,Softball
382611,8/1/2017,6/1/2021,Varsity,ASBL,3.84,Softball
382655,8/1/2017,6/1/2021,Varsity,ASBL,3.84,Softball
382844,8/1/2017,3/1/2021,Member,ASBL,3.58,Softball
383798,8/1/2017,6/1/2021,Varsity,ASBL,3.84,Softball
385788,8/1/2017,6/1/2021,Varsity,ASBL,3.84,Softball
386352,2/1/2017,5/1/2020,Varsity,ASBL,3.25,Softball
392453,8/1/2018,1/1/2020,Member,ASBL,1.42,Softball
392913,8/1/2018,1/28/2021,Varsity,ASBL,2.50,Softball
394385,8/1/2018,5/1/2019,Member,ASBL,0.75,Softball
394583,8/1/2018,1/1/2020,Varsity,ASBL,1.42,Softball
395031,8/1/2018,5/1/2020,Member,ASBL,1.75,Softball
396215,8/1/2018,5/1/2022,Varsity,ASBL,3.75,Softball
396349,8/1/2018,5/1/2019,Varsity,ASBL,0.75,Softball
400372,9/1/2021,,Varsity,ASBL,,Softball
405218,8/1/2019,5/1/2020,Varsity,ASBL,0.75,Softball
405380,8/1/2019,6/1/2021,Varsity,ASBL,1.84,Softball
405383,8/1/2019,6/1/2023,Member,ASBL,3.84,Softball
405635,8/1/2019,6/1/2023,Varsity,ASBL,3.84,Softball
405651,8/1/2019,5/1/2020,Member,ASBL,0.75,Softball
406926,8/1/2019,5/1/2020,Member,ASBL,0.75,Softball
407344,8/1/2019,6/1/2023,Varsity,ASBL,3.84,Softball
409149,8/1/2019,6/1/2023,Member,ASBL,3.84,Softball
409260,8/1/2019,6/1/2023,Varsity,ASBL,3.84,Softball
409382,8/1/2019,6/1/2023,Varsity,ASBL,3.84,Softball
409394,8/1/2019,5/1/2024,Varsity,ASBL,4.75,Softball
409621,8/1/2019,3/1/2021,Varsity,ASBL,1.58,Softball
409627,8/1/2019,6/1/2023,Varsity,ASBL,3.84,Softball
410234,8/1/2019,5/1/2020,Member,ASBL,0.75,Softball
410281,8/1/2019,11/15/2020,Member,ASBL,1.29,Softball
410345,8/1/2019,5/1/2020,Member,ASBL,0.75,Softball
411511,8/1/2019,6/1/2021,Member,ASBL,1.84,Softball
415494,8/1/2019,5/12/2021,Varsity,ASBL,1.78,Softball
421261,8/1/2020,6/1/2021,Member,ASBL,0.83,Softball
422104,8/1/2020,12/1/2020,Member,ASBL,0.33,Softball
422326,9/1/2022,12/1/2022,Member,ASBL,0.25,Softball
422643,8/1/2020,5/1/2024,Varsity,ASBL,3.75,Softball
425985,8/1/2020,5/12/2021,Member,ASBL,0.78,Softball
426283,8/1/2020,12/1/2020,Member,ASBL,0.33,Softball
427339,8/1/2020,12/1/2020,Member,ASBL,0.33,Softball
437549,8/1/2020,5/1/2022,Varsity,ASBL,1.75,Softball
438939,8/1/2020,1/1/2022,Varsity,ASBL,1.42,Softball
442910,9/1/2021,,Varsity,ASBL,,Softball
442912,9/1/2021,12/27/2021,Member,ASBL,0.32,Softball
443827,9/1/2021,5/1/2022,Varsity,ASBL,0.66,Softball
444373,9/1/2021,2/1/2023,Member,ASBL,1.42,Softball
445044,9/1/2021,,Varsity,ASBL,,Softball
446342,9/1/2021,5/1/2023,Varsity,ASBL,1.66,Softball
446411,9/1/2021,5/1/2022,Member,ASBL,0.66,Softball
446603,9/1/2021,,Varsity,ASBL,,Softball
447055,1/18/2021,5/1/2022,Varsity,ASBL,1.28,Softball
454546,9/1/2021,4/1/2023,Varsity,ASBL,1.58,Softball
456709,9/1/2022,5/1/2024,Varsity,ASBL,1.67,Softball
456995,9/1/2022,6/1/2023,Varsity,ASBL,0.75,Softball
460064,9/1/2022,12/1/2022,Member,ASBL,0.25,Softball
460564,9/1/2022,,Varsity,ASBL,,Softball
460709,9/1/2022,,Varsity,ASBL,,Softball
460854,9/1/2022,,Varsity,ASBL,,Softball
462131,9/1/2022,5/1/2024,Varsity,ASBL,1.67,Softball
462327,9/1/2022,,Varsity,ASBL,,Softball
462901,9/1/2022,,Varsity,ASBL,,Softball
463975,9/1/2022,2/1/2023,Member,ASBL,0.42,Softball
466571,9/1/2023,,Varsity,ASBL,,Softball
467596,9/1/2022,4/1/2023,Varsity,ASBL,0.58,Softball
474343,9/1/2023,,Varsity,ASBL,,Softball
475211,9/1/2023,5/1/2024,Varsity,ASBL,0.67,Softball
475576,9/1/2023,2/1/2024,Member,ASBL,0.42,Softball
475849,9/1/2023,5/1/2024,Member,ASBL,0.67,Softball
476134,9/1/2023,5/1/2024,Member,ASBL,0.67,Softball
477104,9/1/2023,,Varsity,ASBL,,Softball
481972,9/1/2023,5/1/2024,Varsity,ASBL,0.67,Softball
486129,9/1/2023,,Varsity,ASBL,,Softball
486664,9/1/2023,,Varsity,ASBL,,Softball
489342,9/1/2024,,Member,ASBL,,Softball
489357,9/1/2024,,Member,ASBL,,Softball
489530,9/1/2024,,Member,ASBL,,Softball
490223,9/1/2024,,Member,ASBL,,Softball
490524,9/1/2024,,Member,ASBL,,Softball
491311,1/17/2024,,Varsity,ASBL,,Softball
492886,9/1/2024,,Member,ASBL,,Softball
493372,9/1/2024,,Member,ASBL,,Softball
493471,9/1/2024,,Member,ASBL,,Softball
493593,9/1/2024,,Member,ASBL,,Softball
494064,9/1/2024,,Member,ASBL,,Softball
494324,9/1/2024,,Member,ASBL,,Softball
494820,9/1/2024,,Member,ASBL,,Softball
494920,9/1/2024,,Member,ASBL,,Softball
495541,9/1/2024,,Member,ASBL,,Softball
497537,9/1/2024,,Member,ASBL,,Softball
498751,9/1/2024,,Member,ASBL,,Softball
501826,9/1/2024,,Member,ASBL,,Softball
506869,9/1/2024,,Member,ASBL,,Softball
295619,9/1/2019,6/1/2023,Varsity,ASGS,3.75,Shotgun Sports
302075,9/1/2019,6/1/2023,Varsity,ASGS,3.75,Shotgun Sports
376863,9/1/2016,5/1/2020,Varsity,ASGS,3.67,Shotgun Sports
380106,9/1/2016,5/1/2020,Varsity,ASGS,3.67,Shotgun Sports
380114,9/1/2016,5/1/2020,Varsity,ASGS,3.67,Shotgun Sports
380190,9/1/2016,5/1/2020,Varsity,ASGS,3.67,Shotgun Sports
383932,9/1/2017,5/1/2019,Member,ASGS,1.66,Shotgun Sports
384873,9/1/2017,6/1/2021,Varsity,ASGS,3.75,Shotgun Sports
385514,9/1/2017,6/1/2021,Varsity,ASGS,3.75,Shotgun Sports
385745,9/1/2017,6/1/2021,Varsity,ASGS,3.75,Shotgun Sports
387430,9/1/2017,5/1/2019,Varsity,ASGS,1.66,Shotgun Sports
392110,8/1/2018,1/1/2023,Varsity,ASGS,4.42,Shotgun Sports
392394,8/1/2018,5/1/2022,Varsity,ASGS,3.75,Shotgun Sports
394959,8/1/2018,1/1/2023,Varsity,ASGS,4.42,Shotgun Sports
395285,8/1/2018,5/1/2022,Varsity,ASGS,3.75,Shotgun Sports
407389,9/1/2019,5/1/2021,Varsity,ASGS,1.67,Shotgun Sports
413258,9/1/2019,6/1/2023,Varsity,ASGS,3.75,Shotgun Sports
420636,8/1/2020,12/1/2020,Varsity,ASGS,0.33,Shotgun Sports
420645,8/1/2020,1/1/2022,Member,ASGS,1.42,Shotgun Sports
420856,8/1/2020,,Varsity,ASGS,,Shotgun Sports
424907,8/1/2020,12/1/2020,Varsity,ASGS,0.33,Shotgun Sports
424986,8/1/2020,,Varsity,ASGS,,Shotgun Sports
427307,8/1/2020,,Varsity,ASGS,,Shotgun Sports
431480,8/1/2020,,Varsity,ASGS,,Shotgun Sports
434955,8/1/2020,6/1/2023,Varsity,ASGS,2.83,Shotgun Sports
443129,9/1/2021,,Varsity,ASGS,,Shotgun Sports
451708,9/1/2021,,Varsity,ASGS,,Shotgun Sports
461399,9/1/2022,5/1/2023,Varsity,ASGS,0.66,Shotgun Sports
462300,9/1/2022,,Varsity,ASGS,,Shotgun Sports
483130,9/1/2023,,Varsity,ASGS,,Shotgun Sports
359904,8/1/2022,,Varsity,ASOC,,M Soccer
364235,3/1/2017,5/1/2019,Member,ASOC,2.17,M Soccer
368372,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
368484,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
371132,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
371178,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
372976,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
374262,8/1/2015,5/1/2019,Varsity,ASOC,3.75,M Soccer
376508,8/1/2016,5/1/2020,Varsity,ASOC,3.75,M Soccer
376879,8/1/2017,5/1/2019,Varsity,ASOC,1.75,M Soccer
376930,8/1/2017,5/1/2021,Varsity,ASOC,3.75,M Soccer
378471,8/1/2016,5/1/2020,Varsity,ASOC,3.75,M Soccer
380563,8/1/2016,5/1/2019,Varsity,ASOC,2.75,M Soccer
381465,8/1/2016,5/1/2019,Varsity,ASOC,2.75,M Soccer
381996,8/1/2019,2/1/2021,Varsity,ASOC,1.51,M Soccer
382880,8/1/2017,5/1/2020,Varsity,ASOC,2.75,M Soccer
384929,8/1/2017,5/1/2021,Member,ASOC,3.75,M Soccer
385412,8/1/2017,5/1/2021,Member,ASOC,3.75,M Soccer
386075,8/1/2017,5/1/2021,Varsity,ASOC,3.75,M Soccer
387041,8/1/2017,5/1/2021,Varsity,ASOC,3.75,M Soccer
387176,8/1/2017,5/1/2022,Member,ASOC,4.75,M Soccer
387414,8/1/2017,5/1/2019,Varsity,ASOC,1.75,M Soccer
388389,8/1/2017,5/1/2020,Member,ASOC,2.75,M Soccer
388483,8/1/2017,2/1/2021,Member,ASOC,3.51,M Soccer
388757,8/1/2017,5/1/2021,Varsity,ASOC,3.75,M Soccer
389493,8/1/2017,5/1/2019,Varsity,ASOC,1.75,M Soccer
390354,8/1/2017,5/1/2019,Varsity,ASOC,1.75,M Soccer
391733,8/1/2017,6/1/2020,Varsity,ASOC,2.84,M Soccer
392785,8/1/2018,5/1/2020,Varsity,ASOC,1.75,M Soccer
393236,8/1/2018,5/1/2019,Member,ASOC,0.75,M Soccer
393262,8/1/2018,2/1/2021,Varsity,ASOC,2.51,M Soccer
394026,8/1/2018,5/1/2022,Varsity,ASOC,3.75,M Soccer
395377,8/1/2018,5/1/2022,Varsity,ASOC,3.75,M Soccer
395771,8/1/2020,6/1/2024,Varsity,ASOC,3.84,M Soccer
395861,8/1/2018,2/1/2021,Member,ASOC,2.51,M Soccer
398323,8/1/2018,2/1/2021,Varsity,ASOC,2.51,M Soccer
398436,8/1/2018,5/1/2021,Varsity,ASOC,2.75,M Soccer
398815,8/1/2018,2/1/2021,Varsity,ASOC,2.51,M Soccer
401675,8/1/2018,5/1/2020,Varsity,ASOC,1.75,M Soccer
403130,8/1/2018,5/1/2022,Varsity,ASOC,3.75,M Soccer
405171,8/1/2019,5/1/2020,Member,ASOC,0.75,M Soccer
405446,8/1/2019,12/1/2019,Varsity,ASOC,0.33,M Soccer
405459,8/1/2019,12/1/2019,Member,ASOC,0.33,M Soccer
406885,8/1/2019,12/1/2020,Member,ASOC,1.34,M Soccer
409137,8/1/2022,3/1/2024,Member,ASOC,1.58,M Soccer
409549,8/1/2019,6/1/2023,Varsity,ASOC,3.84,M Soccer
409639,8/1/2019,5/1/2022,Varsity,ASOC,2.75,M Soccer
410744,8/1/2019,12/1/2019,Varsity,ASOC,0.33,M Soccer
412858,8/1/2019,2/1/2021,Member,ASOC,1.51,M Soccer
413129,8/1/2019,5/1/2021,Varsity,ASOC,1.75,M Soccer
413133,8/1/2019,5/1/2021,Member,ASOC,1.75,M Soccer
413137,8/1/2019,12/1/2022,Varsity,ASOC,3.34,M Soccer
413514,8/1/2021,5/1/2022,Varsity,ASOC,0.75,M Soccer
413712,8/1/2019,6/1/2023,Varsity,ASOC,3.84,M Soccer
413768,8/1/2019,5/1/2022,Varsity,ASOC,2.75,M Soccer
413872,8/1/2022,6/1/2023,Varsity,ASOC,0.83,M Soccer
413942,8/1/2019,6/1/2024,Varsity,ASOC,4.84,M Soccer
414849,8/1/2019,3/1/2024,Member,ASOC,4.59,M Soccer
415255,8/1/2019,5/1/2021,Varsity,ASOC,1.75,M Soccer
416634,8/1/2019,5/1/2022,Varsity,ASOC,2.75,M Soccer
418196,8/1/2019,5/1/2022,Varsity,ASOC,2.75,M Soccer
420833,8/1/2020,3/1/2024,Member,ASOC,3.58,M Soccer
420943,8/1/2020,5/1/2021,Varsity,ASOC,0.75,M Soccer
421591,8/1/2020,6/1/2024,Varsity,ASOC,3.84,M Soccer
424452,8/1/2021,12/1/2021,Member,ASOC,0.33,M Soccer
424763,8/1/2020,6/1/2024,Varsity,ASOC,3.84,M Soccer
426536,8/1/2020,5/1/2021,Varsity,ASOC,0.75,M Soccer
427414,8/1/2020,12/1/2022,Varsity,ASOC,2.33,M Soccer
427692,8/1/2020,5/1/2021,Member,ASOC,0.75,M Soccer
430368,8/1/2020,3/1/2021,Varsity,ASOC,0.58,M Soccer
432260,8/1/2020,6/1/2024,Varsity,ASOC,3.84,M Soccer
433023,8/1/2020,5/1/2021,Varsity,ASOC,0.75,M Soccer
433311,8/1/2020,5/1/2022,Varsity,ASOC,1.75,M Soccer
436636,8/1/2020,12/1/2020,Member,ASOC,0.33,M Soccer
437922,8/1/2020,12/1/2020,Member,ASOC,0.33,M Soccer
441524,2/1/2021,5/1/2023,Varsity,ASOC,2.24,M Soccer
446399,8/1/2021,,Varsity,ASOC,,M Soccer
451956,8/1/2021,5/1/2022,Varsity,ASOC,0.75,M Soccer
452329,8/1/2021,5/1/2023,Varsity,ASOC,1.75,M Soccer
454371,8/1/2021,6/1/2024,Member,ASOC,2.84,M Soccer
454438,8/1/2021,6/1/2024,Varsity,ASOC,2.84,M Soccer
454506,8/1/2021,,Varsity,ASOC,,M Soccer
454692,8/1/2021,8/1/2023,Member,ASOC,2.00,M Soccer
455148,8/1/2021,3/1/2024,Member,ASOC,2.58,M Soccer
455153,8/1/2021,6/1/2024,Varsity,ASOC,2.84,M Soccer
455411,8/1/2021,5/1/2022,Varsity,ASOC,0.75,M Soccer
456161,8/23/2021,9/1/2021,Member,ASOC,0.02,M Soccer
458727,8/1/2022,12/1/2022,Varsity,ASOC,0.33,M Soccer
458876,8/1/2022,,Varsity,ASOC,,M Soccer
459898,8/1/2022,,Member,ASOC,,M Soccer
460761,8/1/2022,12/1/2022,Member,ASOC,0.33,M Soccer
461030,8/1/2022,,Varsity,ASOC,,M Soccer
461607,8/1/2022,5/1/2023,Varsity,ASOC,0.75,M Soccer
461697,8/1/2022,6/1/2024,Member,ASOC,1.84,M Soccer
461864,4/19/2022,6/1/2024,Varsity,ASOC,2.12,M Soccer
462421,8/1/2022,,Member,ASOC,,M Soccer
462430,8/1/2022,1/1/2023,Varsity,ASOC,0.42,M Soccer
463766,4/19/2022,,Member,ASOC,,M Soccer
464594,8/1/2022,1/1/2023,Varsity,ASOC,0.42,M Soccer
466048,8/1/2024,8/10/2024,Member,ASOC,0.02,M Soccer
466893,8/1/2022,,Member,ASOC,,M Soccer
467206,8/1/2022,6/1/2024,Varsity,ASOC,1.84,M Soccer
467600,8/1/2022,,Varsity,ASOC,,M Soccer
468083,8/1/2022,5/1/2023,Varsity,ASOC,0.75,M Soccer
470256,8/1/2022,5/1/2023,Member,ASOC,0.75,M Soccer
470411,8/1/2022,5/1/2023,Member,ASOC,0.75,M Soccer
470456,8/1/2022,12/1/2023,Member,ASOC,1.33,M Soccer
470745,8/1/2022,,Varsity,ASOC,,M Soccer
470877,8/1/2022,,Varsity,ASOC,,M Soccer
471084,8/1/2022,1/1/2023,Varsity,ASOC,0.42,M Soccer
471342,8/1/2022,12/1/2022,Member,ASOC,0.33,M Soccer
471982,8/21/2022,2/1/2024,Varsity,ASOC,1.45,M Soccer
473094,8/1/2023,,Varsity,ASOC,,M Soccer
474132,8/1/2023,,Varsity,ASOC,,M Soccer
474352,8/1/2023,,Varsity,ASOC,,M Soccer
475259,8/1/2023,,Member,ASOC,,M Soccer
475992,8/1/2023,5/1/2024,Varsity,ASOC,0.75,M Soccer
476310,3/1/2023,,Varsity,ASOC,,M Soccer
477893,3/1/2023,,Member,ASOC,,M Soccer
479266,8/1/2023,,Varsity,ASOC,,M Soccer
479620,8/1/2023,,Member,ASOC,,M Soccer
482221,8/1/2023,,Varsity,ASOC,,M Soccer
482774,8/1/2023,,Member,ASOC,,M Soccer
483979,8/1/2023,12/1/2023,Varsity,ASOC,0.33,M Soccer
484650,8/1/2023,6/1/2024,Member,ASOC,0.84,M Soccer
484653,8/1/2023,12/1/2023,Member,ASOC,0.33,M Soccer
485446,8/1/2023,,Varsity,ASOC,,M Soccer
485470,8/1/2023,,Varsity,ASOC,,M Soccer
487278,8/1/2023,12/1/2023,Member,ASOC,0.33,M Soccer
490260,8/1/2024,,Member,ASOC,,M Soccer
490621,8/1/2024,,Member,ASOC,,M Soccer
494977,8/1/2024,,Member,ASOC,,M Soccer
495534,8/1/2024,,Member,ASOC,,M Soccer
495677,3/1/2024,,Member,ASOC,,M Soccer
496178,3/1/2024,,Member,ASOC,,M Soccer
496417,3/1/2024,,Member,ASOC,,M Soccer
498634,8/1/2024,,Member,ASOC,,M Soccer
499698,8/1/2024,8/10/2024,Member,ASOC,0.02,M Soccer
504213,8/1/2024,,Member,ASOC,,M Soccer
504291,8/1/2024,,Member,ASOC,,M Soccer
505907,8/1/2024,,Member,ASOC,,M Soccer
506341,8/1/2024,,Member,ASOC,,M Soccer
506380,8/1/2024,,Member,ASOC,,M Soccer
506490,8/1/2024,,Member,ASOC,,M Soccer
506616,8/1/2024,,Member,ASOC,,M Soccer
506617,8/1/2024,,Member,ASOC,,M Soccer
506630,8/1/2024,,Member,ASOC,,M Soccer
506862,8/1/2024,,Member,ASOC,,M Soccer
507061,8/1/2024,,Member,ASOC,,M Soccer
376518,1/1/2019,5/1/2020,Member,ATEF,1.33,W Tennis
379179,8/1/2016,1/1/2019,Varsity,ATEF,2.42,W Tennis
383959,8/1/2017,5/1/2021,Varsity,ATEF,3.75,W Tennis
391413,8/1/2019,6/1/2023,Varsity,ATEF,3.84,W Tennis
393536,8/1/2018,4/1/2019,Varsity,ATEF,0.67,W Tennis
393859,8/1/2018,12/1/2021,Varsity,ATEF,3.34,W Tennis
397376,8/1/2018,6/1/2023,Varsity,ATEF,4.84,W Tennis
397875,8/1/2018,5/1/2022,Varsity,ATEF,3.75,W Tennis
398442,8/1/2018,5/1/2022,Varsity,ATEF,3.75,W Tennis
401560,8/1/2018,5/1/2020,Varsity,ATEF,1.75,W Tennis
404840,8/1/2019,5/1/2022,Member,ATEF,2.75,W Tennis
409391,8/1/2019,6/1/2023,Varsity,ATEF,3.84,W Tennis
413543,8/1/2019,6/1/2023,Varsity,ATEF,3.84,W Tennis
421027,1/20/2020,5/1/2021,Member,ATEF,1.28,W Tennis
425550,9/1/2023,6/1/2024,Varsity,ATEF,0.75,W Tennis
431254,8/1/2020,5/1/2022,Member,ATEF,1.75,W Tennis
438485,8/1/2020,3/25/2022,Varsity,ATEF,1.65,W Tennis
445847,1/17/2021,6/1/2023,Varsity,ATEF,2.37,W Tennis
447432,8/1/2021,,Varsity,ATEF,,W Tennis
448617,8/1/2021,6/1/2023,Varsity,ATEF,1.83,W Tennis
451401,8/1/2021,5/1/2022,Varsity,ATEF,0.75,W Tennis
458046,1/1/2023,4/10/2024,Varsity,ATEF,1.27,W Tennis
461889,9/1/2022,,Varsity,ATEF,,W Tennis
472993,3/1/2024,,Varsity,ATEF,,W Tennis
486610,8/1/2023,,Varsity,ATEF,,W Tennis
492918,1/17/2024,,Varsity,ATEF,,W Tennis
503596,8/1/2024,,Member,ATEF,,W Tennis
512532,1/1/2025,,Member,ATEF,,W Tennis
513913,1/1/2025,,Member,ATEF,,W Tennis
303041,8/1/2019,6/1/2023,Varsity,ATEN,3.84,M Tennis
309447,8/1/2017,5/1/2021,Member,ATEN,3.75,M Tennis
368748,8/1/2015,5/1/2019,Varsity,ATEN,3.75,M Tennis
372792,8/1/2015,5/1/2019,Varsity,ATEN,3.75,M Tennis
374623,8/1/2015,5/1/2019,Varsity,ATEN,3.75,M Tennis
374931,8/1/2016,5/1/2020,Varsity,ATEN,3.75,M Tennis
385616,1/19/2017,5/1/2019,Varsity,ATEN,2.28,M Tennis
393697,8/1/2018,5/1/2022,Member,ATEN,3.75,M Tennis
393812,8/1/2018,5/1/2022,Varsity,ATEN,3.75,M Tennis
394865,8/1/2018,5/1/2022,Varsity,ATEN,3.75,M Tennis
396706,1/20/2018,5/1/2021,Varsity,ATEN,3.28,M Tennis
400307,8/1/2018,5/1/2022,Varsity,ATEN,3.75,M Tennis
409224,8/1/2019,6/1/2023,Varsity,ATEN,3.84,M Tennis
409933,1/19/2019,6/1/2023,Varsity,ATEN,4.37,M Tennis
412456,8/1/2019,12/1/2020,Member,ATEN,1.34,M Tennis
412889,8/1/2019,1/1/2023,Member,ATEN,3.42,M Tennis
414184,8/1/2019,6/1/2023,Member,ATEN,3.84,M Tennis
425363,9/1/2022,,Member,ATEN,,M Tennis
425387,8/1/2020,6/1/2024,Varsity,ATEN,3.84,M Tennis
430714,8/1/2020,6/1/2024,Varsity,ATEN,3.84,M Tennis
440935,1/17/2021,6/1/2024,Varsity,ATEN,3.37,M Tennis
447447,1/26/2021,12/10/2023,Varsity,ATEN,2.87,M Tennis
455767,1/1/2022,,Varsity,ATEN,,M Tennis
470893,9/1/2022,,Varsity,ATEN,,M Tennis
475128,8/1/2023,,Member,ATEN,,M Tennis
