ID,Membrshp Start Dt,Membrshp End Dt,Role,SPORT,years_org,Sport
476690,1/1/2023,5/1/2023,Member,ATEN,0.33,M Tennis
483206,8/1/2023,,Varsity,ATEN,,M Tennis
484482,8/1/2023,,Varsity,ATEN,,M Tennis
493783,8/1/2024,,Member,ATEN,,M Tennis
495085,1/17/2024,,Varsity,ATEN,,M Tennis
499697,8/1/2024,,Member,ATEN,,M Tennis
1515,8/16/2004,,,ATRN,,Athletic Trainers
1517,8/16/2004,,,ATRN,,Athletic Trainers
1620,8/16/2004,,,ATRN,,Athletic Trainers
1656,8/16/2004,,,ATRN,,Athletic Trainers
1738,8/16/2004,,,ATRN,,Athletic Trainers
1775,8/16/2004,,,ATRN,,Athletic Trainers
1779,8/16/2004,,,ATRN,,Athletic Trainers
1955,8/16/2004,,,ATRN,,Athletic Trainers
1987,8/16/2004,,,ATRN,,Athletic Trainers
2009,8/16/2004,,,ATRN,,Athletic Trainers
2138,8/16/2004,,,ATRN,,Athletic Trainers
2161,8/16/2004,,,ATRN,,Athletic Trainers
2176,8/16/2004,,,ATRN,,Athletic Trainers
2286,8/16/2004,,,ATRN,,Athletic Trainers
2308,8/16/2004,,,ATRN,,Athletic Trainers
2414,8/16/2004,,,ATRN,,Athletic Trainers
2424,8/16/2004,,,ATRN,,Athletic Trainers
2435,8/16/2004,,,ATRN,,Athletic Trainers
2452,8/16/2004,,,ATRN,,Athletic Trainers
2503,8/16/2004,,,ATRN,,Athletic Trainers
2532,8/16/2004,,,ATRN,,Athletic Trainers
2547,8/16/2004,,,ATRN,,Athletic Trainers
186597,9/1/2010,,Treasurer,ATRN,,Athletic Trainers
186925,9/1/2010,,,ATRN,,Athletic Trainers
189183,8/20/2020,,Member,ATRN,,Athletic Trainers
205997,9/1/2010,,,ATRN,,Athletic Trainers
206784,9/1/2010,,,ATRN,,Athletic Trainers
207859,9/1/2010,,President,ATRN,,Athletic Trainers
211447,9/1/2010,,,ATRN,,Athletic Trainers
228438,9/1/2010,,,ATRN,,Athletic Trainers
229449,9/1/2010,,,ATRN,,Athletic Trainers
237202,9/1/2010,,,ATRN,,Athletic Trainers
238311,9/1/2010,,,ATRN,,Athletic Trainers
242137,9/1/2010,,,ATRN,,Athletic Trainers
252617,9/1/2010,,,ATRN,,Athletic Trainers
260377,9/1/2010,,,ATRN,,Athletic Trainers
267517,8/20/2020,,Member,ATRN,,Athletic Trainers
276220,8/20/2019,,Member,ATRN,,Athletic Trainers
276268,8/20/2019,5/28/2020,Member,ATRN,0.77,Athletic Trainers
367166,8/20/2020,,Member,ATRN,,Athletic Trainers
373935,8/20/2019,5/28/2020,Member,ATRN,0.77,Athletic Trainers
376397,8/20/2019,,Member,ATRN,,Athletic Trainers
382397,8/20/2020,3/5/2022,Member,ATRN,1.54,Athletic Trainers
382682,8/20/2019,,Member,ATRN,,Athletic Trainers
383333,8/20/2019,,Member,ATRN,,Athletic Trainers
384331,8/20/2019,5/13/2021,Member,ATRN,1.73,Athletic Trainers
385419,8/20/2019,5/28/2020,Member,ATRN,0.77,Athletic Trainers
385468,8/20/2019,5/7/2020,Member,ATRN,0.72,Athletic Trainers
385606,8/15/2021,,Member,ATRN,,Athletic Trainers
397969,8/20/2020,,Member,ATRN,,Athletic Trainers
400779,8/15/2021,,Member,ATRN,,Athletic Trainers
405959,8/20/2020,5/13/2021,Member,ATRN,0.73,Athletic Trainers
406387,8/20/2019,5/28/2020,Member,ATRN,0.77,Athletic Trainers
406686,8/20/2020,,Member,ATRN,,Athletic Trainers
407235,8/20/2020,,Member,ATRN,,Athletic Trainers
407412,8/20/2019,12/10/2021,Member,ATRN,2.31,Athletic Trainers
410122,8/20/2019,,Member,ATRN,,Athletic Trainers
410281,8/20/2019,3/12/2021,Member,ATRN,1.56,Athletic Trainers
415982,8/20/2020,,Member,ATRN,,Athletic Trainers
416031,8/20/2020,,Member,ATRN,,Athletic Trainers
422014,8/15/2021,,Member,ATRN,,Athletic Trainers
422183,8/15/2021,,Member,ATRN,,Athletic Trainers
427418,8/20/2020,,Member,ATRN,,Athletic Trainers
430831,8/15/2021,5/5/2022,Member,ATRN,0.72,Athletic Trainers
443489,8/15/2021,,Member,ATRN,,Athletic Trainers
445044,8/15/2021,,Member,ATRN,,Athletic Trainers
445717,8/15/2021,,Member,ATRN,,Athletic Trainers
449129,8/15/2021,,Member,ATRN,,Athletic Trainers
159793,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
274969,8/1/2019,6/1/2023,Varsity,AVOL,3.84,Volleyball
280883,8/1/2018,5/1/2020,Varsity,AVOL,1.75,Volleyball
283523,8/1/2024,,Member,AVOL,,Volleyball
334773,8/1/2021,,Varsity,AVOL,,Volleyball
367545,8/1/2016,5/1/2019,Varsity,AVOL,2.75,Volleyball
368638,8/1/2015,5/1/2019,Varsity,AVOL,3.75,Volleyball
375345,8/1/2016,5/1/2020,Varsity,AVOL,3.75,Volleyball
376895,8/1/2016,5/1/2020,Varsity,AVOL,3.75,Volleyball
383192,8/1/2017,5/1/2020,Varsity,AVOL,2.75,Volleyball
383644,8/1/2017,5/1/2019,Varsity,AVOL,1.75,Volleyball
383886,8/1/2017,9/1/2019,Varsity,AVOL,2.08,Volleyball
384738,8/1/2019,5/1/2021,Varsity,AVOL,1.75,Volleyball
385562,3/1/2017,5/1/2020,Varsity,AVOL,3.17,Volleyball
385606,8/1/2017,5/1/2019,Varsity,AVOL,1.75,Volleyball
389894,8/1/2017,5/1/2019,Varsity,AVOL,1.75,Volleyball
390533,8/1/2017,5/1/2019,Varsity,AVOL,1.75,Volleyball
392178,8/1/2018,5/1/2022,Varsity,AVOL,3.75,Volleyball
392203,8/1/2018,5/1/2020,Varsity,AVOL,1.75,Volleyball
392271,8/1/2018,8/10/2019,Varsity,AVOL,1.02,Volleyball
392317,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
392465,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
392547,8/1/2018,5/1/2022,Varsity,AVOL,3.75,Volleyball
393033,8/1/2018,5/1/2021,Varsity,AVOL,2.75,Volleyball
393074,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
393314,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
393992,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
394427,8/1/2018,5/1/2022,Varsity,AVOL,3.75,Volleyball
395158,8/1/2018,8/17/2020,Member,AVOL,2.05,Volleyball
398442,8/1/2018,5/1/2019,Member,AVOL,0.75,Volleyball
399041,8/1/2018,5/1/2022,Varsity,AVOL,3.75,Volleyball
405213,8/1/2019,6/1/2023,Varsity,AVOL,3.84,Volleyball
405275,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
405406,8/1/2019,1/1/2022,Member,AVOL,2.42,Volleyball
405466,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
405890,8/1/2019,6/1/2023,Varsity,AVOL,3.84,Volleyball
406686,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
408051,8/1/2019,8/17/2020,Member,AVOL,1.05,Volleyball
410086,8/1/2019,1/1/2022,Member,AVOL,2.42,Volleyball
410284,8/1/2019,1/1/2022,Member,AVOL,2.42,Volleyball
411599,8/1/2019,12/1/2019,Member,AVOL,0.33,Volleyball
412501,8/1/2019,5/1/2021,Varsity,AVOL,1.75,Volleyball
412694,8/1/2019,5/1/2021,Varsity,AVOL,1.75,Volleyball
414858,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
417891,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
418147,8/1/2019,5/1/2020,Member,AVOL,0.75,Volleyball
420756,8/1/2020,12/1/2020,Varsity,AVOL,0.33,Volleyball
420911,8/1/2020,1/1/2022,Member,AVOL,1.42,Volleyball
421112,8/1/2020,5/1/2022,Varsity,AVOL,1.75,Volleyball
421867,8/1/2020,5/1/2024,Member,AVOL,3.75,Volleyball
423755,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
427163,8/1/2020,12/1/2020,Member,AVOL,0.33,Volleyball
427175,8/1/2022,3/1/2024,Member,AVOL,1.58,Volleyball
427711,2/1/2020,6/1/2023,Varsity,AVOL,3.33,Volleyball
431689,8/1/2020,5/1/2022,Varsity,AVOL,1.75,Volleyball
431781,8/1/2020,2/1/2021,Member,AVOL,0.50,Volleyball
442546,8/1/2021,,Varsity,AVOL,,Volleyball
442579,8/1/2021,8/10/2023,Varsity,AVOL,2.02,Volleyball
442608,8/1/2021,5/1/2022,Member,AVOL,0.75,Volleyball
442920,8/1/2021,8/15/2021,Member,AVOL,0.04,Volleyball
443001,8/1/2021,1/1/2022,Member,AVOL,0.42,Volleyball
443165,8/1/2021,1/1/2022,Member,AVOL,0.42,Volleyball
443489,8/1/2021,,Member,AVOL,,Volleyball
443850,8/1/2021,5/1/2023,Member,AVOL,1.75,Volleyball
444810,8/1/2021,,Member,AVOL,,Volleyball
445136,8/1/2021,9/1/2021,Member,AVOL,0.08,Volleyball
446379,8/1/2021,5/1/2023,Member,AVOL,1.75,Volleyball
446899,8/1/2021,5/1/2023,Member,AVOL,1.75,Volleyball
446966,8/1/2021,5/1/2023,Member,AVOL,1.75,Volleyball
449176,8/1/2021,5/1/2023,Member,AVOL,1.75,Volleyball
449448,8/1/2021,5/1/2024,Varsity,AVOL,2.75,Volleyball
450718,8/1/2021,,Varsity,AVOL,,Volleyball
454018,8/1/2021,6/1/2023,Varsity,AVOL,1.83,Volleyball
456540,8/1/2022,,Varsity,AVOL,,Volleyball
456957,8/1/2022,5/1/2024,Member,AVOL,1.75,Volleyball
457040,8/1/2022,,Varsity,AVOL,,Volleyball
457126,8/1/2022,10/1/2023,Varsity,AVOL,1.17,Volleyball
457141,8/1/2022,,Varsity,AVOL,,Volleyball
457813,8/1/2022,,Varsity,AVOL,,Volleyball
459567,8/1/2022,,Member,AVOL,,Volleyball
461003,8/1/2022,3/1/2024,Member,AVOL,1.58,Volleyball
461449,8/1/2022,5/1/2023,Varsity,AVOL,0.75,Volleyball
462330,8/1/2022,5/1/2024,Varsity,AVOL,1.75,Volleyball
472857,8/1/2023,,Member,AVOL,,Volleyball
472890,8/1/2023,,Varsity,AVOL,,Volleyball
472891,8/1/2023,,Varsity,AVOL,,Volleyball
472949,8/1/2023,,Member,AVOL,,Volleyball
472981,8/1/2023,,Varsity,AVOL,,Volleyball
473199,8/1/2023,,Varsity,AVOL,,Volleyball
473642,8/1/2023,3/1/2024,Member,AVOL,0.58,Volleyball
475226,8/1/2023,3/1/2024,Member,AVOL,0.58,Volleyball
475589,8/1/2023,3/1/2024,Member,AVOL,0.58,Volleyball
479907,8/1/2023,,Varsity,AVOL,,Volleyball
482280,8/1/2023,,Varsity,AVOL,,Volleyball
489372,8/1/2024,,Member,AVOL,,Volleyball
489403,8/1/2024,,Member,AVOL,,Volleyball
489471,8/1/2024,,Member,AVOL,,Volleyball
490669,8/1/2024,,Member,AVOL,,Volleyball
491751,8/1/2024,,Member,AVOL,,Volleyball
492914,8/1/2024,,Member,AVOL,,Volleyball
494128,8/1/2024,,Member,AVOL,,Volleyball
494768,8/1/2024,,Member,AVOL,,Volleyball
494920,8/1/2024,,Member,AVOL,,Volleyball
496033,8/1/2024,,Member,AVOL,,Volleyball
500355,8/1/2024,,Member,AVOL,,Volleyball
502139,8/1/2024,,Member,AVOL,,Volleyball
504588,8/1/2024,,Member,AVOL,,Volleyball
506376,8/1/2024,,Member,AVOL,,Volleyball
268959,8/1/2017,5/1/2019,Varsity,AWBB,1.75,W Basketball
272077,8/1/2019,6/1/2023,Varsity,AWBB,3.84,W Basketball
284165,9/1/2022,5/1/2023,Varsity,AWBB,0.66,W Basketball
295741,8/1/2019,5/1/2021,Varsity,AWBB,1.75,W Basketball
300308,8/1/2018,5/1/2019,Varsity,AWBB,0.75,W Basketball
367286,8/1/2015,5/1/2019,Varsity,AWBB,3.75,W Basketball
371054,8/1/2015,5/1/2019,Varsity,AWBB,3.75,W Basketball
372753,8/1/2017,5/1/2019,Varsity,AWBB,1.75,W Basketball
375448,8/1/2019,9/30/2020,Varsity,AWBB,1.17,W Basketball
375836,10/1/2016,5/1/2020,Varsity,AWBB,3.58,W Basketball
375861,10/1/2016,5/1/2020,Varsity,AWBB,3.58,W Basketball
376521,10/1/2016,5/1/2019,Varsity,AWBB,2.58,W Basketball
376673,10/1/2016,5/1/2020,Member,AWBB,3.58,W Basketball
378425,10/1/2016,5/1/2020,Varsity,AWBB,3.58,W Basketball
380139,10/1/2016,5/1/2019,Varsity,AWBB,2.58,W Basketball
382827,8/1/2017,5/1/2019,Member,AWBB,1.75,W Basketball
383333,8/1/2017,5/1/2021,Varsity,AWBB,3.75,W Basketball
385965,8/1/2019,5/1/2021,Varsity,AWBB,1.75,W Basketball
387247,8/1/2017,5/1/2020,Varsity,AWBB,2.75,W Basketball
393247,8/1/2018,5/1/2019,Varsity,AWBB,0.75,W Basketball
396919,8/1/2018,5/1/2019,Member,AWBB,0.75,W Basketball
398470,9/1/2018,5/1/2020,Member,AWBB,1.67,W Basketball
405491,8/1/2019,12/12/2019,Varsity,AWBB,0.36,W Basketball
406495,8/1/2019,5/1/2022,Varsity,AWBB,2.75,W Basketball
406503,8/1/2019,5/1/2020,Varsity,AWBB,0.75,W Basketball
406610,8/1/2019,10/15/2021,Varsity,AWBB,2.21,W Basketball
407412,8/1/2019,5/1/2020,Member,AWBB,0.75,W Basketball
408005,8/1/2019,5/1/2020,Member,AWBB,0.75,W Basketball
410015,8/1/2019,5/1/2020,Varsity,AWBB,0.75,W Basketball
410293,8/1/2019,5/1/2021,Member,AWBB,1.75,W Basketball
411833,8/1/2019,5/1/2020,Varsity,AWBB,0.75,W Basketball
411839,8/1/2019,5/1/2020,Varsity,AWBB,0.75,W Basketball
412848,8/1/2019,5/1/2022,Varsity,AWBB,2.75,W Basketball
412997,8/1/2019,12/12/2019,Varsity,AWBB,0.36,W Basketball
413063,8/1/2019,5/1/2020,Member,AWBB,0.75,W Basketball
414766,8/1/2019,5/1/2020,Member,AWBB,0.75,W Basketball
416232,8/1/2019,5/1/2021,Varsity,AWBB,1.75,W Basketball
417185,8/1/2019,9/1/2020,Member,AWBB,1.09,W Basketball
425867,8/1/2020,10/20/2020,Member,AWBB,0.22,W Basketball
428946,8/1/2020,5/1/2023,Member,AWBB,2.75,W Basketball
430052,8/1/2020,5/1/2022,Varsity,AWBB,1.75,W Basketball
430067,8/1/2020,,Member,AWBB,,W Basketball
431427,8/1/2020,5/1/2022,Member,AWBB,1.75,W Basketball
431692,8/1/2020,5/1/2022,Varsity,AWBB,1.75,W Basketball
431892,8/1/2020,5/1/2021,Member,AWBB,0.75,W Basketball
432542,8/1/2020,5/1/2021,Varsity,AWBB,0.75,W Basketball
433224,8/1/2020,12/1/2020,Member,AWBB,0.33,W Basketball
436059,9/1/2020,5/1/2021,Varsity,AWBB,0.66,W Basketball
442587,9/1/2021,5/1/2023,Varsity,AWBB,1.66,W Basketball
443008,9/1/2021,,Varsity,AWBB,,W Basketball
443256,9/1/2021,5/1/2023,Varsity,AWBB,1.66,W Basketball
443265,9/1/2021,5/1/2022,Varsity,AWBB,0.66,W Basketball
443577,9/1/2021,5/1/2023,Member,AWBB,1.66,W Basketball
443740,9/1/2021,5/1/2023,Varsity,AWBB,1.66,W Basketball
443980,9/1/2021,5/1/2023,Member,AWBB,1.66,W Basketball
444529,9/1/2021,5/1/2022,Member,AWBB,0.66,W Basketball
445035,9/1/2021,5/1/2024,Member,AWBB,2.67,W Basketball
446516,9/1/2021,10/1/2021,Member,AWBB,0.08,W Basketball
452341,12/26/2022,,Varsity,AWBB,,W Basketball
456923,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
457119,9/1/2022,5/1/2024,Varsity,AWBB,1.67,W Basketball
457183,9/1/2022,,Varsity,AWBB,,W Basketball
458301,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
458658,9/1/2022,5/1/2024,Varsity,AWBB,1.67,W Basketball
458835,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
459955,9/1/2022,,Varsity,AWBB,,W Basketball
460875,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
461311,9/1/2022,,Varsity,AWBB,,W Basketball
462297,9/1/2022,6/1/2024,Member,AWBB,1.75,W Basketball
465570,9/1/2022,12/4/2024,Varsity,AWBB,2.26,W Basketball
466758,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
466994,9/1/2022,5/1/2023,Member,AWBB,0.66,W Basketball
469560,9/1/2022,,Varsity,AWBB,,W Basketball
472868,10/1/2023,,Varsity,AWBB,,W Basketball
472988,10/1/2023,,Varsity,AWBB,,W Basketball
473115,10/1/2023,5/1/2024,Member,AWBB,0.58,W Basketball
473558,10/1/2023,12/15/2023,Member,AWBB,0.21,W Basketball
475211,9/1/2024,,Member,AWBB,,W Basketball
475582,10/1/2023,5/1/2024,Varsity,AWBB,0.58,W Basketball
475589,10/1/2023,5/1/2024,Member,AWBB,0.58,W Basketball
475749,10/1/2023,5/1/2024,Varsity,AWBB,0.58,W Basketball
482923,10/1/2023,12/15/2023,Member,AWBB,0.21,W Basketball
483405,10/1/2023,,Varsity,AWBB,,W Basketball
489266,9/1/2024,,Member,AWBB,,W Basketball
489470,9/1/2024,,Member,AWBB,,W Basketball
491784,9/1/2024,,Member,AWBB,,W Basketball
492696,9/1/2024,,Member,AWBB,,W Basketball
493203,9/1/2024,,Member,AWBB,,W Basketball
493386,9/1/2024,,Member,AWBB,,W Basketball
494194,2/1/2024,,Member,AWBB,,W Basketball
500907,9/1/2024,,Member,AWBB,,W Basketball
501806,9/1/2024,,Member,AWBB,,W Basketball
503594,9/1/2024,,Member,AWBB,,W Basketball
504898,9/1/2024,,Member,AWBB,,W Basketball
189183,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
268269,9/1/2022,6/1/2023,Member,AWIT,0.75,W Indoor Track
275478,11/1/2020,6/1/2024,Varsity,AWIT,3.58,W Indoor Track
276220,1/1/2017,5/1/2020,Member,AWIT,3.33,W Indoor Track
280881,11/1/2024,,Member,AWIT,,W Indoor Track
282857,11/1/2023,,Member,AWIT,,W Indoor Track
282984,11/1/2024,,Member,AWIT,,W Indoor Track
283572,9/1/2021,5/1/2022,Member,AWIT,0.66,W Indoor Track
284250,9/1/2022,,Varsity,AWIT,,W Indoor Track
291310,11/1/2024,,Member,AWIT,,W Indoor Track
291361,11/1/2024,,Member,AWIT,,W Indoor Track
291653,11/1/2024,,Member,AWIT,,W Indoor Track
295777,1/1/2020,6/1/2024,Varsity,AWIT,4.42,W Indoor Track
306896,3/1/2017,5/1/2020,Member,AWIT,3.17,W Indoor Track
310777,11/1/2020,6/1/2024,Varsity,AWIT,3.58,W Indoor Track
367342,12/1/2016,5/1/2019,Member,AWIT,2.41,W Indoor Track
367768,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
367779,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
368130,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
368412,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
368440,12/1/2015,5/1/2019,Member,AWIT,3.42,W Indoor Track
368638,12/1/2015,5/1/2019,Member,AWIT,3.42,W Indoor Track
368865,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
369093,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
369306,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
370158,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
370401,12/1/2015,5/1/2019,Varsity,AWIT,3.42,W Indoor Track
371054,3/1/2016,5/1/2019,Member,AWIT,3.17,W Indoor Track
374852,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
375127,1/1/2017,5/1/2020,Member,AWIT,3.33,W Indoor Track
375182,1/1/2017,5/1/2019,Member,AWIT,2.33,W Indoor Track
375345,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
375601,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
375608,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
376173,3/1/2022,6/1/2023,Varsity,AWIT,1.25,W Indoor Track
376397,1/1/2018,5/1/2020,Varsity,AWIT,2.33,W Indoor Track
376436,1/1/2017,5/1/2019,Varsity,AWIT,2.33,W Indoor Track
376592,1/1/2018,6/1/2021,Varsity,AWIT,3.42,W Indoor Track
376705,3/1/2017,5/1/2020,Member,AWIT,3.17,W Indoor Track
376895,1/1/2019,5/1/2020,Varsity,AWIT,1.33,W Indoor Track
376948,12/1/2018,5/1/2020,Member,AWIT,1.42,W Indoor Track
376962,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
377097,1/1/2018,5/1/2020,Varsity,AWIT,2.33,W Indoor Track
377434,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
378425,3/1/2017,5/1/2020,Member,AWIT,3.17,W Indoor Track
380324,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
381744,1/1/2017,5/1/2020,Varsity,AWIT,3.33,W Indoor Track
382397,11/1/2021,3/1/2022,Varsity,AWIT,0.33,W Indoor Track
382400,1/1/2018,6/1/2021,Varsity,AWIT,3.42,W Indoor Track
382495,1/1/2018,5/1/2020,Varsity,AWIT,2.33,W Indoor Track
382618,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
382682,1/1/2018,5/1/2020,Varsity,AWIT,2.33,W Indoor Track
382827,1/1/2020,6/1/2021,Varsity,AWIT,1.42,W Indoor Track
383412,1/1/2018,6/1/2021,Varsity,AWIT,3.42,W Indoor Track
383464,2/1/2018,5/1/2020,Varsity,AWIT,2.25,W Indoor Track
383644,1/1/2020,5/1/2020,Varsity,AWIT,0.33,W Indoor Track
384356,1/1/2018,12/1/2020,Varsity,AWIT,2.92,W Indoor Track
384492,1/1/2018,6/1/2021,Varsity,AWIT,3.42,W Indoor Track
384663,1/1/2018,5/1/2019,Varsity,AWIT,1.33,W Indoor Track
384738,1/1/2018,6/1/2021,Varsity,AWIT,3.42,W Indoor Track
384937,1/1/2020,6/1/2021,Varsity,AWIT,1.42,W Indoor Track
385136,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
385606,1/1/2020,6/1/2023,Varsity,AWIT,3.42,W Indoor Track
385878,1/1/2018,5/1/2020,Member,AWIT,2.33,W Indoor Track
389733,11/1/2021,3/1/2022,Varsity,AWIT,0.33,W Indoor Track
391342,11/1/2023,6/1/2024,Member,AWIT,0.58,W Indoor Track
391677,1/1/2018,5/1/2019,Varsity,AWIT,1.33,W Indoor Track
392347,12/1/2018,5/1/2022,Varsity,AWIT,3.42,W Indoor Track
392544,9/1/2021,6/1/2023,Varsity,AWIT,1.75,W Indoor Track
392911,1/1/2021,6/1/2021,Member,AWIT,0.41,W Indoor Track
395198,12/1/2018,5/1/2022,Varsity,AWIT,3.42,W Indoor Track
395312,12/1/2018,6/1/2021,Varsity,AWIT,2.50,W Indoor Track
395695,12/1/2018,5/1/2022,Varsity,AWIT,3.42,W Indoor Track
398210,12/1/2018,6/1/2023,Varsity,AWIT,4.50,W Indoor Track
403019,12/1/2018,6/1/2023,Varsity,AWIT,4.50,W Indoor Track
403925,12/1/2018,6/1/2021,Member,AWIT,2.50,W Indoor Track
405642,1/1/2020,6/1/2023,Varsity,AWIT,3.42,W Indoor Track
405959,1/1/2020,5/1/2021,Member,AWIT,1.33,W Indoor Track
405972,1/1/2020,6/1/2023,Varsity,AWIT,3.42,W Indoor Track
406387,1/1/2019,6/1/2021,Member,AWIT,2.42,W Indoor Track
406553,1/1/2020,5/1/2020,Member,AWIT,0.33,W Indoor Track
406668,9/1/2021,12/1/2021,Member,AWIT,0.25,W Indoor Track
407382,1/1/2021,5/1/2021,Member,AWIT,0.33,W Indoor Track
408005,9/1/2019,5/1/2020,Member,AWIT,0.67,W Indoor Track
408083,1/1/2020,6/1/2023,Member,AWIT,3.42,W Indoor Track
408167,1/1/2020,6/1/2021,Member,AWIT,1.42,W Indoor Track
408386,1/1/2020,5/1/2020,Member,AWIT,0.33,W Indoor Track
408836,1/1/2020,6/1/2023,Member,AWIT,3.42,W Indoor Track
408898,9/1/2019,5/1/2020,Member,AWIT,0.67,W Indoor Track
409249,1/1/2020,6/1/2024,Member,AWIT,4.42,W Indoor Track
409482,1/1/2020,6/1/2021,Member,AWIT,1.42,W Indoor Track
409917,1/1/2020,5/1/2020,Varsity,AWIT,0.33,W Indoor Track
410284,9/1/2022,6/1/2023,Varsity,AWIT,0.75,W Indoor Track
411511,1/1/2022,6/1/2023,Member,AWIT,1.41,W Indoor Track
413095,1/1/2020,6/1/2023,Member,AWIT,3.42,W Indoor Track
413168,1/1/2020,6/1/2023,Member,AWIT,3.42,W Indoor Track
413863,1/1/2020,6/1/2021,Member,AWIT,1.42,W Indoor Track
414577,1/1/2020,6/1/2024,Varsity,AWIT,4.42,W Indoor Track
415240,11/1/2020,6/1/2024,Member,AWIT,3.58,W Indoor Track
420763,11/1/2020,6/1/2024,Varsity,AWIT,3.58,W Indoor Track
420800,9/1/2022,6/1/2024,Member,AWIT,1.75,W Indoor Track
422014,11/1/2020,5/1/2023,Member,AWIT,2.50,W Indoor Track
422183,11/1/2020,6/1/2023,Member,AWIT,2.58,W Indoor Track
423785,11/1/2020,6/1/2024,Varsity,AWIT,3.58,W Indoor Track
423792,11/1/2020,5/1/2021,Member,AWIT,0.50,W Indoor Track
424768,11/1/2020,5/1/2022,Varsity,AWIT,1.50,W Indoor Track
426525,11/1/2020,6/1/2024,Member,AWIT,3.58,W Indoor Track
428946,11/1/2023,,Member,AWIT,,W Indoor Track
431035,11/1/2020,5/1/2021,Member,AWIT,0.50,W Indoor Track
434229,11/1/2020,6/1/2023,Member,AWIT,2.58,W Indoor Track
434509,11/1/2020,12/1/2021,Member,AWIT,1.08,W Indoor Track
437867,8/1/2020,12/1/2020,Member,AWIT,0.33,W Indoor Track
442492,9/1/2021,6/1/2024,Varsity,AWIT,2.75,W Indoor Track
442521,9/1/2021,,Varsity,AWIT,,W Indoor Track
442958,9/1/2021,5/1/2023,Member,AWIT,1.66,W Indoor Track
443325,9/1/2021,6/1/2024,Varsity,AWIT,2.75,W Indoor Track
443458,11/1/2023,6/1/2024,Member,AWIT,0.58,W Indoor Track
443577,9/1/2022,,Varsity,AWIT,,W Indoor Track
443971,11/1/2024,,Member,AWIT,,W Indoor Track
444060,9/1/2021,6/1/2023,Member,AWIT,1.75,W Indoor Track
444543,9/1/2021,,Varsity,AWIT,,W Indoor Track
444863,11/1/2021,5/1/2022,Varsity,AWIT,0.50,W Indoor Track
444915,9/1/2021,,Member,AWIT,,W Indoor Track
445932,9/1/2021,,Varsity,AWIT,,W Indoor Track
445980,9/1/2021,,Varsity,AWIT,,W Indoor Track
446065,9/1/2021,6/1/2024,Varsity,AWIT,2.75,W Indoor Track
452207,9/1/2021,12/1/2021,Member,AWIT,0.25,W Indoor Track
452215,9/1/2021,6/1/2023,Member,AWIT,1.75,W Indoor Track
452505,9/1/2021,6/1/2024,Member,AWIT,2.75,W Indoor Track
456058,9/1/2021,5/1/2022,Varsity,AWIT,0.66,W Indoor Track
456559,9/1/2022,6/1/2024,Varsity,AWIT,1.75,W Indoor Track
456846,9/1/2022,,Varsity,AWIT,,W Indoor Track
456923,11/1/2023,6/1/2024,Member,AWIT,0.58,W Indoor Track
457099,11/1/2024,,Member,AWIT,,W Indoor Track
457126,9/1/2022,,Varsity,AWIT,,W Indoor Track
